experiment,scenario,policy_family,state_interface,n_instances,n_requests,n_prefixes,capacity_per_instance,reuse_hit_rate,hash_candidate_hit_rate,visible_affinity_hit_rate,visible_affinity_chosen_rate,fallback_rate,ttft_p50_ms,ttft_p95_ms,saved_ms_total,candidate_fanout_p95,load_imbalance_p95,decision_p95_us,resident_entries_end,advertised_entries_end,metadata_snapshot_bytes_end,restart_count,remap_count,evictions_est,claim_relevance
sota_policy_matrix,eviction,dualmap,exact_affinity,16,200,80,24,0.685,0.69,0.69,0.685,0.005,45.0,150.0,14385.0,2,2,20.499,63,63,5568,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,eviction,dualmap,sketch_K2,16,200,80,24,0.665,0.685,0.41,0.41,0.0,45.0,150.0,13965.0,2,1,20.484,67,28,3328,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,eviction,dualmap,sketch_K4,16,200,80,24,0.675,0.685,0.635,0.635,0.0,45.0,150.0,14175.0,2,2,20.56,65,46,4480,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,eviction,dualmap,sketch_K8,16,200,80,24,0.675,0.675,0.665,0.665,0.0,45.0,150.0,14175.0,2,1,20.491,65,61,5440,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,eviction,dualmap,sketch_K16,16,200,80,24,0.69,0.69,0.69,0.69,0.0,45.0,150.0,14490.0,2,1,20.5,62,62,5504,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,eviction,power2,load_only,16,200,80,24,0.185,0.255,0.0,0.0,0.0,150.0,150.0,3885.0,2,1,20.505,163,0,1536,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,eviction,power2,exact_affinity,16,200,80,24,0.685,0.075,0.685,0.685,0.0,45.0,150.0,14385.0,3,1,20.476,63,63,5568,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,eviction,power2,sketch_K2,16,200,80,24,0.525,0.115,0.52,0.52,0.0,63.0,150.0,11025.0,3,1,20.506,95,32,3584,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,eviction,power2,sketch_K4,16,200,80,24,0.64,0.085,0.64,0.64,0.0,45.0,150.0,13440.0,3,2,20.51,72,48,4608,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,eviction,power2,sketch_K8,16,200,80,24,0.69,0.095,0.69,0.69,0.0,45.0,150.0,14490.0,3,1,20.512,62,60,5376,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,eviction,power2,sketch_K16,16,200,80,24,0.675,0.065,0.675,0.675,0.0,45.0,150.0,14175.0,3,1,20.525,65,65,5696,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,eviction,slo_affinity,load_only,16,200,80,24,0.67,0.675,0.0,0.0,1.0,45.0,150.0,14070.0,2,1,20.529,66,0,1536,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,eviction,slo_affinity,exact_affinity,16,200,80,24,0.69,0.69,0.69,0.69,0.31,45.0,150.0,14490.0,2,1,20.548,62,62,5504,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,eviction,slo_affinity,sketch_K2,16,200,80,24,0.705,0.715,0.52,0.52,0.48,45.0,150.0,14805.0,2,1,20.496,59,26,3200,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,eviction,slo_affinity,sketch_K4,16,200,80,24,0.69,0.7,0.67,0.67,0.33,45.0,150.0,14490.0,2,1,20.516,62,43,4288,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,eviction,slo_affinity,sketch_K8,16,200,80,24,0.675,0.675,0.67,0.67,0.33,45.0,150.0,14175.0,2,2,20.495,65,63,5568,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,eviction,slo_affinity,sketch_K16,16,200,80,24,0.655,0.655,0.655,0.655,0.345,45.0,150.0,13755.0,2,2,20.471,69,69,5952,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,remap_restart,dualmap,load_only,16,200,80,96,0.815,0.835,0.0,0.0,0.0,45.0,150.0,17115.0,2,1,20.5,37,0,1536,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,remap_restart,dualmap,exact_affinity,16,200,80,96,0.82,0.82,0.82,0.82,0.0,45.0,150.0,17220.0,2,1,20.479,36,36,3840,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,remap_restart,dualmap,sketch_K2,16,200,80,96,0.79,0.795,0.735,0.735,0.0,45.0,150.0,16590.0,2,1,20.52,42,24,3072,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,remap_restart,dualmap,sketch_K4,16,200,80,96,0.8,0.8,0.785,0.785,0.0,45.0,150.0,16800.0,2,1,20.544,40,33,3648,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,remap_restart,dualmap,sketch_K8,16,200,80,96,0.78,0.78,0.78,0.78,0.0,45.0,150.0,16380.0,2,2,20.476,44,43,4288,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,remap_restart,dualmap,sketch_K16,16,200,80,96,0.8,0.805,0.805,0.8,0.005,45.0,150.0,16800.0,2,3,20.514,40,40,4096,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,remap_restart,power2,load_only,16,200,80,96,0.42,0.5,0.0,0.0,0.0,150.0,150.0,8820.0,2,1,20.51,116,0,1536,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,remap_restart,power2,exact_affinity,16,200,80,96,0.82,0.085,0.82,0.82,0.0,45.0,150.0,17220.0,3,1,20.484,36,36,3840,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,remap_restart,power2,sketch_K2,16,200,80,96,0.785,0.095,0.785,0.785,0.0,45.0,150.0,16485.0,3,2,20.486,43,25,3136,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,remap_restart,power2,sketch_K4,16,200,80,96,0.8,0.095,0.8,0.8,0.0,45.0,150.0,16800.0,3,1,20.508,40,38,3968,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,remap_restart,power2,sketch_K8,16,200,80,96,0.795,0.055,0.795,0.795,0.0,45.0,150.0,16695.0,3,1,20.523,41,41,4160,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,remap_restart,power2,sketch_K16,16,200,80,96,0.805,0.11,0.81,0.805,0.005,45.0,150.0,16905.0,4,2,20.514,39,39,4032,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,remap_restart,slo_affinity,load_only,16,200,80,96,0.78,0.805,0.0,0.0,1.0,45.0,150.0,16380.0,2,1,20.53,44,0,1536,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,remap_restart,slo_affinity,exact_affinity,16,200,80,96,0.795,0.795,0.795,0.795,0.205,45.0,150.0,16695.0,2,1,20.511,41,41,4160,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,remap_restart,slo_affinity,sketch_K2,16,200,80,96,0.8,0.8,0.775,0.775,0.225,45.0,150.0,16800.0,2,1,20.492,40,23,3008,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,remap_restart,slo_affinity,sketch_K4,16,200,80,96,0.8,0.805,0.795,0.79,0.21,45.0,150.0,16800.0,2,2,20.522,40,35,3776,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,remap_restart,slo_affinity,sketch_K8,16,200,80,96,0.81,0.81,0.81,0.81,0.19,45.0,150.0,17010.0,2,1,20.51,38,38,3968,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
sota_policy_matrix,remap_restart,slo_affinity,sketch_K16,16,200,80,96,0.805,0.805,0.805,0.805,0.195,45.0,150.0,16905.0,2,1,20.511,39,39,4032,0,0,0,Tests whether Minimal State Sketch approximates exact resident affinity across SOTA-inspired dispatch policies.
