request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,workload,discard
79,1,98,0,tenant-2,L0098,1024,reuse_intensive,False
80,1,69,1,tenant-5,L0069,1024,reuse_intensive,False
81,1,120,0,tenant-0,L0120,1024,reuse_intensive,False
82,1,74,1,tenant-2,L0074,1024,reuse_intensive,False
83,1,65,1,tenant-1,L0065,1024,reuse_intensive,False
84,1,95,0,tenant-7,L0095,1024,reuse_intensive,False
85,1,70,0,tenant-6,L0070,1024,reuse_intensive,False
86,1,71,0,tenant-7,L0071,1024,reuse_intensive,False
87,1,79,1,tenant-7,L0079,1024,reuse_intensive,False
88,1,71,1,tenant-7,L0071,1024,reuse_intensive,False
89,1,68,0,tenant-4,L0068,1024,reuse_intensive,False
90,1,65,2,tenant-1,L0065,1024,reuse_intensive,False
91,1,105,0,tenant-1,L0105,1024,reuse_intensive,False
92,1,72,0,tenant-0,L0072,1024,reuse_intensive,False
93,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
94,1,78,0,tenant-6,L0078,1024,reuse_intensive,False
95,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
96,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
97,1,87,1,tenant-7,L0087,1024,reuse_intensive,False
98,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
99,1,67,2,tenant-3,L0067,1024,reuse_intensive,False
100,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
101,1,68,1,tenant-4,L0068,1024,reuse_intensive,False
102,1,67,0,tenant-3,L0067,1024,reuse_intensive,False
103,1,72,1,tenant-0,L0072,1024,reuse_intensive,False
104,1,68,2,tenant-4,L0068,1024,reuse_intensive,False
105,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
106,1,83,0,tenant-3,L0083,1024,reuse_intensive,False
107,1,68,0,tenant-4,L0068,1024,reuse_intensive,False
108,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
109,1,65,0,tenant-1,L0065,1024,reuse_intensive,False
110,1,70,1,tenant-6,L0070,1024,reuse_intensive,False
111,1,77,0,tenant-5,L0077,1024,reuse_intensive,False
112,1,93,0,tenant-5,L0093,1024,reuse_intensive,False
113,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
114,1,65,1,tenant-1,L0065,1024,reuse_intensive,False
115,1,66,1,tenant-2,L0066,1024,reuse_intensive,False
116,1,85,0,tenant-5,L0085,1024,reuse_intensive,False
117,1,120,1,tenant-0,L0120,1024,reuse_intensive,False
118,1,69,2,tenant-5,L0069,1024,reuse_intensive,False
119,1,68,1,tenant-4,L0068,1024,reuse_intensive,False
