request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,workload,discard
49,0,7,1,tenant-7,L0007,2048,reuse_intensive,False
50,0,17,0,tenant-1,L0017,2048,reuse_intensive,False
51,0,27,0,tenant-3,L0027,2048,reuse_intensive,False
52,0,8,1,tenant-0,L0008,2048,reuse_intensive,False
53,0,0,0,tenant-0,L0000,2048,reuse_intensive,False
54,0,45,0,tenant-5,L0045,2048,reuse_intensive,False
55,0,0,1,tenant-0,L0000,2048,reuse_intensive,False
56,0,0,2,tenant-0,L0000,2048,reuse_intensive,False
57,0,1,2,tenant-1,L0001,2048,reuse_intensive,False
58,0,0,0,tenant-0,L0000,2048,reuse_intensive,False
59,0,1,0,tenant-1,L0001,2048,reuse_intensive,False
60,1,64,0,tenant-0,L0064,2048,reuse_intensive,False
61,1,64,1,tenant-0,L0064,2048,reuse_intensive,False
62,1,65,0,tenant-1,L0065,2048,reuse_intensive,False
63,1,64,2,tenant-0,L0064,2048,reuse_intensive,False
64,1,87,0,tenant-7,L0087,2048,reuse_intensive,False
65,1,70,0,tenant-6,L0070,2048,reuse_intensive,False
66,1,65,1,tenant-1,L0065,2048,reuse_intensive,False
67,1,64,0,tenant-0,L0064,2048,reuse_intensive,False
68,1,72,0,tenant-0,L0072,2048,reuse_intensive,False
69,1,65,2,tenant-1,L0065,2048,reuse_intensive,False
70,1,64,1,tenant-0,L0064,2048,reuse_intensive,False
71,1,80,0,tenant-0,L0080,2048,reuse_intensive,False
72,1,79,0,tenant-7,L0079,2048,reuse_intensive,False
73,1,72,1,tenant-0,L0072,2048,reuse_intensive,False
74,1,69,0,tenant-5,L0069,2048,reuse_intensive,False
75,1,64,2,tenant-0,L0064,2048,reuse_intensive,False
76,1,65,0,tenant-1,L0065,2048,reuse_intensive,False
77,1,64,0,tenant-0,L0064,2048,reuse_intensive,False
78,1,65,1,tenant-1,L0065,2048,reuse_intensive,False
79,1,64,1,tenant-0,L0064,2048,reuse_intensive,False
80,1,73,0,tenant-1,L0073,2048,reuse_intensive,False
81,1,68,0,tenant-4,L0068,2048,reuse_intensive,False
82,1,70,1,tenant-6,L0070,2048,reuse_intensive,False
83,1,65,2,tenant-1,L0065,2048,reuse_intensive,False
84,1,66,0,tenant-2,L0066,2048,reuse_intensive,False
85,1,64,2,tenant-0,L0064,2048,reuse_intensive,False
86,1,83,0,tenant-3,L0083,2048,reuse_intensive,False
87,1,67,0,tenant-3,L0067,2048,reuse_intensive,False
88,1,71,0,tenant-7,L0071,2048,reuse_intensive,False
89,1,75,0,tenant-3,L0075,2048,reuse_intensive,False
90,1,95,0,tenant-7,L0095,2048,reuse_intensive,False
91,1,75,1,tenant-3,L0075,2048,reuse_intensive,False
92,1,68,1,tenant-4,L0068,2048,reuse_intensive,False
93,1,64,0,tenant-0,L0064,2048,reuse_intensive,False
94,1,65,0,tenant-1,L0065,2048,reuse_intensive,False
95,1,89,0,tenant-1,L0089,2048,reuse_intensive,False
96,1,104,0,tenant-0,L0104,2048,reuse_intensive,False
97,1,66,1,tenant-2,L0066,2048,reuse_intensive,False
98,1,67,1,tenant-3,L0067,2048,reuse_intensive,False
99,1,64,1,tenant-0,L0064,2048,reuse_intensive,False
100,1,64,2,tenant-0,L0064,2048,reuse_intensive,False
101,1,80,1,tenant-0,L0080,2048,reuse_intensive,False
102,1,64,0,tenant-0,L0064,2048,reuse_intensive,False
103,1,71,1,tenant-7,L0071,2048,reuse_intensive,False
104,1,65,1,tenant-1,L0065,2048,reuse_intensive,False
105,1,64,1,tenant-0,L0064,2048,reuse_intensive,False
106,1,64,2,tenant-0,L0064,2048,reuse_intensive,False
107,1,64,0,tenant-0,L0064,2048,reuse_intensive,False
108,1,94,0,tenant-6,L0094,2048,reuse_intensive,False
109,1,77,0,tenant-5,L0077,2048,reuse_intensive,False
110,1,66,2,tenant-2,L0066,2048,reuse_intensive,False
111,1,69,1,tenant-5,L0069,2048,reuse_intensive,False
112,1,114,0,tenant-2,L0114,2048,reuse_intensive,False
113,1,64,1,tenant-0,L0064,2048,reuse_intensive,False
114,1,103,0,tenant-7,L0103,2048,reuse_intensive,False
115,1,82,0,tenant-2,L0082,2048,reuse_intensive,False
116,1,64,2,tenant-0,L0064,2048,reuse_intensive,False
117,1,66,0,tenant-2,L0066,2048,reuse_intensive,False
118,1,65,2,tenant-1,L0065,2048,reuse_intensive,False
119,1,90,0,tenant-2,L0090,2048,reuse_intensive,False
