experiment,evidence_type,mode,policy,admission,K,n_reps,status,mean_reuse_coverage_mean,mean_reuse_coverage_ci95_low,mean_reuse_coverage_ci95_high,saved_prefill_tokens_total_mean,saved_prefill_tokens_total_ci95_low,saved_prefill_tokens_total_ci95_high,incremental_saved_prefill_tokens_total_mean,incremental_saved_prefill_tokens_total_ci95_low,incremental_saved_prefill_tokens_total_ci95_high,dispatcher_index_bytes_mean,dispatcher_index_bytes_ci95_low,dispatcher_index_bytes_ci95_high,selected_affinity_rate_mean,selected_affinity_rate_ci95_low,selected_affinity_rate_ci95_high,incremental_saved_vs_exact_ratio_mean,incremental_saved_vs_exact_ratio_ci95_low,incremental_saved_vs_exact_ratio_ci95_high
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,oracle_future_value,16,10,UpperBoundOnly,0.8043909634739707,0.7972092030365959,0.8108864879490016,98948.4,98561.2,99378.6,644.4,306.6,1064.9,2560.0,2560.0,2560.0,0.0007812499999999999,0.0,0.0015624999999999999,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,oracle_future_value,2,10,UpperBoundOnly,0.8043909634739707,0.7968651941319606,0.8110575405961519,98948.4,98565.9,99375.2,644.4,257.5,1035.9,768.0,768.0,768.0,0.0007812499999999999,0.0,0.0015624999999999999,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,oracle_future_value,32,10,UpperBoundOnly,0.8043909634739707,0.7969455178719315,0.8106686897903453,98948.4,98595.8,99366.1,644.4,252.6,1072.8,4608.0,4608.0,4608.0,0.0007812499999999999,0.00026041666666666666,0.0015624999999999999,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,oracle_future_value,4,10,UpperBoundOnly,0.8043909634739707,0.796916302240856,0.8111746518805801,98948.4,98588.9,99358.1,644.4,287.8,1067.9,1024.0,1024.0,1024.0,0.0007812499999999999,0.00026041666666666666,0.0015624999999999999,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,oracle_future_value,64,10,UpperBoundOnly,0.8043909634739707,0.7971549724928259,0.810871836477509,98948.4,98589.6,99390.0,644.4,281.9,1069.1,8704.0,8704.0,8704.0,0.0007812499999999999,0.0,0.0015624999999999999,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,oracle_future_value,8,10,UpperBoundOnly,0.8043909634739707,0.7972056048753909,0.8101437153346057,98948.4,98587.1,99360.3,644.4,261.3,1079.5,1536.0,1536.0,1536.0,0.0007812499999999999,0.0,0.0015624999999999999,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,reuse_distance,128,10,Current,0.8043909634739707,0.7967074604119988,0.8107796435314498,98948.4,98576.7,99329.8,644.4,280.4,1067.2,16896.0,16896.0,16896.0,0.0007812499999999999,0.0,0.0015624999999999999,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,reuse_distance,16,10,Current,0.8043909634739707,0.7970796558806762,0.8108694337949013,98948.4,98592.3,99361.5,644.4,284.5,1041.2,2560.0,2560.0,2560.0,0.0007812499999999999,0.0,0.0015624999999999999,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,reuse_distance,2,10,Current,0.8042316810109854,0.7972176205190399,0.8104152794321104,98846.5,98530.7,99238.9,542.5,222.7,925.8,768.0,768.0,768.0,0.00026041666666666666,0.0,0.0007812499999999999,0.9313804713804714,0.7941414141414141,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,reuse_distance,32,10,Current,0.8043909634739707,0.7972306779501879,0.810730570543318,98948.4,98566.6,99350.4,644.4,280.3,1109.8,4608.0,4608.0,4608.0,0.0007812499999999999,0.00026041666666666666,0.0015624999999999999,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,reuse_distance,4,10,Current,0.8043909634739707,0.797102480382452,0.8106219692082155,98948.4,98566.9,99378.2,644.4,278.1,1054.5,1024.0,1024.0,1024.0,0.0005208333333333333,0.0,0.0013020833333333333,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,reuse_distance,64,10,Current,0.8043909634739707,0.7968570963076594,0.8109933323665536,98948.4,98568.8,99352.4,644.4,277.3,1052.4,8704.0,8704.0,8704.0,0.0007812499999999999,0.0,0.0015624999999999999,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,reuse_distance,8,10,Current,0.8043909634739707,0.7973893337769533,0.8106695495304685,98948.4,98574.4,99371.1,644.4,288.3,1063.2,1536.0,1536.0,1536.0,0.0007812499999999999,0.0,0.0015624999999999999,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,saved_prefill_first,128,10,Current,0.8043909634739707,0.7972911424404787,0.8105060071046646,98948.4,98565.0,99371.3,644.4,284.1,1080.0,16896.0,16896.0,16896.0,0.0007812499999999999,0.00026041666666666666,0.0015624999999999999,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,saved_prefill_first,16,10,Current,0.8043909634739707,0.7969165792944192,0.8108791031720394,98948.4,98589.2,99368.5,644.4,261.8,1059.1,2560.0,2560.0,2560.0,0.0007812499999999999,0.0,0.0015624999999999999,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,saved_prefill_first,2,10,Current,0.8042316810109854,0.7968481236860799,0.8108006072826941,98846.5,98531.6,99221.8,542.5,233.5,942.8,768.0,768.0,768.0,0.00026041666666666666,0.0,0.0007812499999999999,0.9313804713804714,0.7941414141414141,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,saved_prefill_first,32,10,Current,0.8043909634739707,0.7972871290103538,0.8105952884090599,98948.4,98568.0,99371.1,644.4,283.3,1049.7,4608.0,4608.0,4608.0,0.0007812499999999999,0.0,0.0015624999999999999,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,saved_prefill_first,4,10,Current,0.8043909634739707,0.7970919847919379,0.8105996345545003,98948.4,98581.4,99363.9,644.4,272.3,1048.3,1024.0,1024.0,1024.0,0.0005208333333333333,0.0,0.0013020833333333333,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,saved_prefill_first,64,10,Current,0.8043909634739707,0.7968392862464168,0.8111097672742854,98948.4,98574.5,99361.7,644.4,286.7,1076.3,8704.0,8704.0,8704.0,0.0007812499999999999,0.0,0.0015624999999999999,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,saved_prefill_first,8,10,Current,0.8043909634739707,0.7970967100347766,0.8109259918152971,98948.4,98576.4,99346.8,644.4,274.2,1085.0,1536.0,1536.0,1536.0,0.0007812499999999999,0.0,0.0015624999999999999,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,exact,exact,inf,10,Current,0.8041992596438647,0.7964702016325604,0.8109057989773242,98858.0,98513.9,99312.5,554.0,199.6,998.7,8896.0,8864.0,8928.0,1.0,1.0,1.0,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,load_only,none,inf,10,Current,0.8032254629712465,0.7959985101173473,0.8098959326370793,98415.6,98331.9,98556.2,111.6,25.6,246.5,384.0,384.0,384.0,0.0,0.0,0.0,0.3343960367752634,0.15191268671596225,0.5239984544132406
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,coverage_first,128,10,Current,0.8034230942608038,0.7960995667013275,0.8097677232432616,98618.4,98355.7,98943.9,314.4,57.2,590.0,8896.0,8864.0,8928.0,0.0007812499999999999,0.0,0.0015624999999999999,0.32832307898747365,0.14604659060644234,0.5210350753226034
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,coverage_first,16,10,Current,0.8035291942928275,0.7960941661050238,0.810239198325648,98646.9,98411.0,98936.2,342.9,91.6,604.1,4480.0,4480.0,4480.0,0.0007812499999999999,0.0,0.0015624999999999999,0.4174194465039124,0.22518463736869815,0.5924032801760817
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,coverage_first,2,10,Current,0.803510035977826,0.7959936485660416,0.8101343368608155,98632.8,98370.9,98914.9,328.8,65.3,613.9,896.0,896.0,896.0,0.0005208333333333333,0.0,0.0013020833333333333,0.4582714688515688,0.2907996888065949,0.614563445530437
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,coverage_first,32,10,Current,0.8034230942608038,0.7960809293515897,0.8101804337632524,98618.4,98346.2,98919.2,314.4,34.3,594.5,8211.2,8128.0,8294.4,0.0007812499999999999,0.0,0.0015624999999999999,0.32832307898747365,0.1483608092608347,0.5255170965506747
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,coverage_first,4,10,Current,0.8035066316156442,0.7959438803017993,0.810228037551222,98629.8,98361.6,98911.9,325.8,102.5,612.2,1408.0,1408.0,1408.0,0.0007812499999999999,0.0,0.0015624999999999999,0.3906164802394195,0.22037156834570068,0.5677325960538557
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,coverage_first,64,10,Current,0.8034230942608038,0.7963378866829854,0.8099052287900473,98618.4,98392.9,98911.4,314.4,40.8,607.3,8896.0,8870.4,8921.6,0.0007812499999999999,0.0,0.0015624999999999999,0.32832307898747365,0.149707332033135,0.5299524002307711
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,coverage_first,8,10,Current,0.8034959986952217,0.7959187221753934,0.8099633721529312,98641.7,98401.1,98899.2,337.7,92.8,631.6,2432.0,2432.0,2432.0,0.0007812499999999999,0.00026041666666666666,0.0015624999999999999,0.42586542208148,0.2677319829491241,0.577824024368377
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lfu,128,10,Current,0.8034230942608038,0.7962739572396605,0.8097748404919353,98618.4,98392.0,98915.8,314.4,35.6,624.1,8896.0,8864.0,8928.0,0.0007812499999999999,0.0,0.0015624999999999999,0.32832307898747365,0.15231642571638188,0.5223933090788205
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lfu,16,10,Current,0.8034230942608038,0.7960134773713141,0.8098823522260264,98618.4,98348.0,98919.3,314.4,78.3,621.7,4480.0,4480.0,4480.0,0.0007812499999999999,0.0,0.0015624999999999999,0.32832307898747365,0.14737909467778934,0.5284397060633246
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lfu,2,10,Current,0.8032141736358296,0.7958941255895441,0.8098870711177879,98459.9,98328.2,98694.7,155.9,23.6,385.8,896.0,896.0,896.0,0.00026041666666666666,0.0,0.0007812499999999999,0.19422058743054602,0.07172942911074275,0.33859241554642594
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lfu,32,10,Current,0.8034230942608038,0.7959653043188251,0.8103898881846445,98618.4,98392.9,98939.4,314.4,45.8,622.8,8211.2,8134.4,8294.4,0.0007812499999999999,0.0,0.0015624999999999999,0.32832307898747365,0.14766075497970846,0.5155056798437431
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lfu,4,10,Current,0.8033433620605468,0.7958546720249876,0.8099517788424968,98554.9,98333.6,98853.2,250.9,28.6,550.9,1408.0,1408.0,1408.0,0.0005208333333333333,0.0,0.0013020833333333333,0.24804495003677832,0.10143146996416949,0.3920452820718589
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lfu,64,10,Current,0.8034230942608038,0.7963846902109354,0.8101078044800151,98618.4,98342.8,98922.5,314.4,44.6,602.5,8896.0,8864.0,8928.0,0.0007812499999999999,0.0,0.0015624999999999999,0.32832307898747365,0.15503901907142997,0.5297143064402527
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lfu,8,10,Current,0.8034230942608038,0.7957717174212279,0.8100520594922395,98618.4,98355.6,98918.0,314.4,44.6,621.4,2432.0,2432.0,2432.0,0.0007812499999999999,0.0,0.0015624999999999999,0.32832307898747365,0.14343749692319546,0.5333893850499635
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lru,128,10,Current,0.8034230942608038,0.7959653043188251,0.8097461963727276,98618.4,98353.8,98916.6,314.4,44.5,604.0,8896.0,8864.0,8928.0,0.0007812499999999999,0.0,0.0015624999999999999,0.32832307898747365,0.14339393041179468,0.5197028897333211
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lru,16,10,Current,0.8033105831063112,0.7961194591578653,0.8099958581288881,98488.0,98337.9,98730.7,184.0,33.0,431.7,4480.0,4480.0,4480.0,0.00026041666666666666,0.0,0.0007812499999999999,0.31905233834755586,0.12146699751725429,0.5172424094969404
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lru,2,10,Current,0.8034570609235118,0.795378391652631,0.8098865224387556,98545.7,98353.4,98801.8,241.7,46.7,516.0,896.0,896.0,896.0,0.0,0.0,0.0,0.41850813607648957,0.22796187786333355,0.6094187659278776
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lru,32,10,Current,0.8032939058360867,0.7960211392587467,0.8099570577378054,98523.4,98333.4,98788.1,219.4,27.4,488.0,8211.2,8134.4,8294.4,0.0005208333333333333,0.0,0.0013020833333333333,0.27449871638124135,0.08961313431696317,0.47615989315202273
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lru,4,10,Current,0.8033363856991809,0.7960167151522289,0.810057039305136,98450.4,98348.0,98597.2,146.4,44.8,293.3,1408.0,1408.0,1408.0,0.0,0.0,0.0,0.36451380179886916,0.1879780031242392,0.556168920250184
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lru,64,10,Current,0.8034230942608038,0.7961188844596965,0.8102045221840064,98618.4,98389.3,98898.4,314.4,44.0,600.3,8896.0,8864.0,8928.0,0.0007812499999999999,0.0,0.0015624999999999999,0.32832307898747365,0.14975089854453577,0.5284397060633246
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lru,8,10,Current,0.803354872365988,0.7957661428771575,0.8096124522089517,98506.1,98345.1,98752.8,202.1,41.6,462.5,2432.0,2432.0,2432.0,0.00026041666666666666,0.0,0.0007812499999999999,0.3170332040181315,0.15344724252515257,0.4907481619587668
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,oracle_future_value,128,10,UpperBoundOnly,0.8034230942608038,0.7960809293515897,0.8098390351414202,98618.4,98343.3,98914.2,314.4,51.6,594.5,8896.0,8864.0,8928.0,0.0007812499999999999,0.0,0.0015624999999999999,0.32832307898747365,0.14604659060644234,0.5257867273866121
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,oracle_future_value,16,10,UpperBoundOnly,0.80351473831619,0.7959709068202159,0.8101062615580129,98645.9,98392.2,98988.8,341.9,54.2,645.6,4480.0,4480.0,4480.0,0.0007812499999999999,0.0,0.0015624999999999999,0.3909422075930166,0.2000711204772314,0.5857622506338362
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,oracle_future_value,2,10,UpperBoundOnly,0.8034774743917591,0.7956472941220467,0.8102548001448096,98625.8,98349.0,98929.0,321.8,57.5,607.1,896.0,896.0,896.0,0.0007812499999999999,0.0,0.0015624999999999999,0.3743833626105816,0.17002862483021355,0.5837538244049476
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,oracle_future_value,32,10,UpperBoundOnly,0.8034230942608038,0.7962137555117896,0.8100298522130744,98618.4,98389.3,98915.3,314.4,57.8,612.9,8211.2,8128.0,8294.4,0.0007812499999999999,0.0,0.0015624999999999999,0.32832307898747365,0.13714129516425624,0.5168378654330253
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,oracle_future_value,4,10,UpperBoundOnly,0.8036648423813972,0.7960927362606697,0.8102326061032787,98692.7,98385.9,99073.6,388.7,75.6,759.4,1408.0,1408.0,1408.0,0.0007812499999999999,0.0,0.0015624999999999999,0.46600683715947333,0.2633540520175127,0.6859069356681763
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,oracle_future_value,64,10,UpperBoundOnly,0.8034230942608038,0.7960706335516288,0.8101508949286721,98618.4,98343.6,98922.6,314.4,44.6,614.1,8896.0,8864.0,8928.0,0.0007812499999999999,0.00026041666666666666,0.0015624999999999999,0.32832307898747365,0.14766075497970846,0.5294905498327525
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,oracle_future_value,8,10,UpperBoundOnly,0.8034826910713996,0.7956867389409066,0.810010230799556,98637.5,98393.6,98981.9,333.5,39.3,637.3,2432.0,2432.0,2432.0,0.0007812499999999999,0.0,0.0015624999999999999,0.3958918865796555,0.20482963698323828,0.5850480459759945
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,reuse_distance,128,10,Current,0.8034230942608038,0.7960754782805736,0.8097789277029571,98618.4,98343.5,98921.2,314.4,37.4,625.5,8896.0,8864.0,8928.0,0.0007812499999999999,0.0,0.0015624999999999999,0.32832307898747365,0.1447576530464961,0.519490525627673
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,reuse_distance,16,10,Current,0.8035111458398846,0.7961417503110462,0.8102030162039623,98644.1,98398.3,98947.6,340.1,97.9,626.8,4480.0,4480.0,4480.0,0.0007812499999999999,0.0,0.0015624999999999999,0.40104517749806445,0.21201287279446354,0.5963624441654426
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,reuse_distance,2,10,Current,0.803510035977826,0.7962224828463123,0.8095013798356485,98632.8,98399.0,98916.0,328.8,65.3,618.6,896.0,896.0,896.0,0.0005208333333333333,0.0,0.0013020833333333333,0.4582714688515688,0.29555912067576207,0.6115078245734876
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,reuse_distance,32,10,Current,0.8034230942608038,0.7960028489973361,0.8101862495124338,98618.4,98355.5,98917.0,314.4,62.2,611.5,8211.2,8134.4,8300.8,0.0007812499999999999,0.0,0.0015624999999999999,0.32832307898747365,0.14343749692319546,0.5237023911823339
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,reuse_distance,4,10,Current,0.8035066316156442,0.7960251165024997,0.8099746878534901,98629.8,98358.5,98910.0,325.8,91.7,627.3,1408.0,1408.0,1408.0,0.0007812499999999999,0.0,0.0015624999999999999,0.3906164802394195,0.22681947963704413,0.5664859287511371
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,reuse_distance,64,10,Current,0.8034230942608038,0.7961143287612427,0.809946580041549,98618.4,98349.9,98911.1,314.4,63.9,622.7,8896.0,8864.0,8928.0,0.0007812499999999999,0.0,0.0015624999999999999,0.32832307898747365,0.15125188172806545,0.5168697209605092
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,reuse_distance,8,10,Current,0.8034959986952217,0.7960066794082,0.8098910397649752,98641.7,98403.0,98937.6,337.7,107.4,624.4,2432.0,2432.0,2432.0,0.0007812499999999999,0.00026041666666666666,0.0015624999999999999,0.42586542208148,0.2681625164573456,0.5839475553962815
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,saved_prefill_first,128,10,Current,0.8034230942608038,0.7956598011304946,0.810212428412389,98618.4,98349.9,98925.7,314.4,34.2,612.8,8896.0,8870.4,8928.0,0.0007812499999999999,0.00026041666666666666,0.0015624999999999999,0.32832307898747365,0.14834360939843358,0.518720856668211
