request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,discard
48,0,3,1,tenant-3,L0003,2560,False
49,0,43,0,tenant-3,L0043,2048,False
50,0,14,0,tenant-6,L0014,2048,False
51,0,55,2,tenant-7,L0055,3072,False
52,0,3,2,tenant-3,L0003,3072,False
53,0,0,0,tenant-0,L0000,2048,False
54,0,0,1,tenant-0,L0000,2560,False
55,0,8,0,tenant-0,L0008,2048,False
56,0,39,0,tenant-7,L0039,2048,False
57,0,3,0,tenant-3,L0003,2048,False
58,0,27,1,tenant-3,L0027,2560,False
59,0,0,2,tenant-0,L0000,3072,False
60,0,46,1,tenant-6,L0046,2560,False
61,0,25,1,tenant-1,L0025,2560,False
62,0,28,1,tenant-4,L0028,2560,False
63,0,22,1,tenant-6,L0022,2560,False
64,1,95,0,tenant-7,L0095,2048,False
65,1,68,0,tenant-4,L0068,2048,False
66,1,94,0,tenant-6,L0094,2048,False
67,1,66,0,tenant-2,L0066,2048,False
68,1,82,0,tenant-2,L0082,2048,False
69,1,114,0,tenant-2,L0114,2048,False
70,1,124,0,tenant-4,L0124,2048,False
71,1,97,0,tenant-1,L0097,2048,False
72,1,77,0,tenant-5,L0077,2048,False
73,1,127,0,tenant-7,L0127,2048,False
74,1,68,1,tenant-4,L0068,2560,False
75,1,104,0,tenant-0,L0104,2048,False
76,1,87,0,tenant-7,L0087,2048,False
77,1,65,0,tenant-1,L0065,2048,False
78,1,64,0,tenant-0,L0064,2048,False
79,1,72,0,tenant-0,L0072,2048,False
80,1,64,1,tenant-0,L0064,2560,False
81,1,81,0,tenant-1,L0081,2048,False
82,1,78,0,tenant-6,L0078,2048,False
83,1,98,0,tenant-2,L0098,2048,False
84,1,74,0,tenant-2,L0074,2048,False
85,1,85,0,tenant-5,L0085,2048,False
86,1,95,1,tenant-7,L0095,2560,False
87,1,73,0,tenant-1,L0073,2048,False
88,1,75,0,tenant-3,L0075,2048,False
89,1,97,1,tenant-1,L0097,2560,False
90,1,67,0,tenant-3,L0067,2048,False
91,1,67,1,tenant-3,L0067,2560,False
92,1,86,0,tenant-6,L0086,2048,False
93,1,98,1,tenant-2,L0098,2560,False
94,1,96,0,tenant-0,L0096,2048,False
95,1,64,2,tenant-0,L0064,3072,False
96,1,64,0,tenant-0,L0064,2048,False
97,1,92,0,tenant-4,L0092,2048,False
98,1,126,0,tenant-6,L0126,2048,False
99,1,87,1,tenant-7,L0087,2560,False
100,1,123,0,tenant-3,L0123,2048,False
101,1,82,1,tenant-2,L0082,2560,False
102,1,65,1,tenant-1,L0065,2560,False
103,1,80,0,tenant-0,L0080,2048,False
104,1,75,1,tenant-3,L0075,2560,False
105,1,107,0,tenant-3,L0107,2048,False
106,1,79,0,tenant-7,L0079,2048,False
107,1,98,2,tenant-2,L0098,3072,False
108,1,103,0,tenant-7,L0103,2048,False
109,1,77,1,tenant-5,L0077,2560,False
110,1,64,1,tenant-0,L0064,2560,False
111,1,66,1,tenant-2,L0066,2560,False
112,1,76,0,tenant-4,L0076,2048,False
113,1,64,2,tenant-0,L0064,3072,False
114,1,93,0,tenant-5,L0093,2048,False
115,1,94,1,tenant-6,L0094,2560,False
116,1,85,1,tenant-5,L0085,2560,False
117,1,98,0,tenant-2,L0098,2048,False
118,1,85,2,tenant-5,L0085,3072,False
119,1,92,1,tenant-4,L0092,2560,False
120,1,97,2,tenant-1,L0097,3072,False
121,1,89,0,tenant-1,L0089,2048,False
122,1,64,0,tenant-0,L0064,2048,False
123,1,64,1,tenant-0,L0064,2560,False
124,1,66,2,tenant-2,L0066,3072,False
125,1,114,1,tenant-2,L0114,2560,False
126,1,66,0,tenant-2,L0066,2048,False
127,1,104,1,tenant-0,L0104,2560,False
