request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,workload,discard
63,1,64,1,tenant-0,L0064,2048,reuse_intensive,False
64,1,64,2,tenant-0,L0064,2048,reuse_intensive,False
65,1,70,0,tenant-6,L0070,2048,reuse_intensive,False
66,1,118,0,tenant-6,L0118,4096,reuse_intensive,False
67,1,67,0,tenant-3,L0067,4096,reuse_intensive,False
68,1,65,0,tenant-1,L0065,2048,reuse_intensive,False
69,1,64,0,tenant-0,L0064,2048,reuse_intensive,False
70,1,64,1,tenant-0,L0064,2048,reuse_intensive,False
71,1,123,0,tenant-3,L0123,2048,reuse_intensive,False
72,1,64,2,tenant-0,L0064,2048,reuse_intensive,False
73,1,67,1,tenant-3,L0067,4096,reuse_intensive,False
74,1,64,0,tenant-0,L0064,2048,reuse_intensive,False
75,1,76,0,tenant-4,L0076,2048,reuse_intensive,False
76,1,65,1,tenant-1,L0065,2048,reuse_intensive,False
77,1,65,2,tenant-1,L0065,2048,reuse_intensive,False
78,1,70,1,tenant-6,L0070,2048,reuse_intensive,False
79,1,66,0,tenant-2,L0066,1024,reuse_intensive,False
80,1,67,2,tenant-3,L0067,4096,reuse_intensive,False
81,1,117,0,tenant-5,L0117,1024,reuse_intensive,False
82,1,64,1,tenant-0,L0064,2048,reuse_intensive,False
83,1,66,1,tenant-2,L0066,1024,reuse_intensive,False
84,1,127,0,tenant-7,L0127,4096,reuse_intensive,False
85,1,75,0,tenant-3,L0075,1024,reuse_intensive,False
86,1,78,0,tenant-6,L0078,1024,reuse_intensive,False
87,1,64,2,tenant-0,L0064,2048,reuse_intensive,False
88,1,80,0,tenant-0,L0080,4096,reuse_intensive,False
89,1,64,0,tenant-0,L0064,2048,reuse_intensive,False
90,1,66,2,tenant-2,L0066,1024,reuse_intensive,False
91,1,65,0,tenant-1,L0065,2048,reuse_intensive,False
92,1,64,1,tenant-0,L0064,2048,reuse_intensive,False
93,1,73,0,tenant-1,L0073,4096,reuse_intensive,False
94,1,65,1,tenant-1,L0065,2048,reuse_intensive,False
95,1,98,0,tenant-2,L0098,1024,reuse_intensive,False
96,1,66,0,tenant-2,L0066,1024,reuse_intensive,False
97,1,66,1,tenant-2,L0066,1024,reuse_intensive,False
98,1,65,2,tenant-1,L0065,2048,reuse_intensive,False
99,1,64,2,tenant-0,L0064,2048,reuse_intensive,False
100,1,64,0,tenant-0,L0064,2048,reuse_intensive,False
101,1,65,0,tenant-1,L0065,2048,reuse_intensive,False
102,1,64,1,tenant-0,L0064,2048,reuse_intensive,False
103,1,71,0,tenant-7,L0071,2048,reuse_intensive,False
104,1,67,0,tenant-3,L0067,4096,reuse_intensive,False
105,1,103,0,tenant-7,L0103,2048,reuse_intensive,False
106,1,65,1,tenant-1,L0065,2048,reuse_intensive,False
107,1,77,0,tenant-5,L0077,1024,reuse_intensive,False
108,1,106,0,tenant-2,L0106,2048,reuse_intensive,False
109,1,64,2,tenant-0,L0064,2048,reuse_intensive,False
110,1,73,1,tenant-1,L0073,4096,reuse_intensive,False
111,1,71,1,tenant-7,L0071,2048,reuse_intensive,False
112,1,65,2,tenant-1,L0065,2048,reuse_intensive,False
113,1,78,1,tenant-6,L0078,1024,reuse_intensive,False
114,1,85,0,tenant-5,L0085,2048,reuse_intensive,False
115,1,66,2,tenant-2,L0066,1024,reuse_intensive,False
116,1,75,1,tenant-3,L0075,1024,reuse_intensive,False
117,1,104,0,tenant-0,L0104,2048,reuse_intensive,False
118,1,65,0,tenant-1,L0065,2048,reuse_intensive,False
119,1,64,0,tenant-0,L0064,2048,reuse_intensive,False
