request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,workload,discard
73,1,65,1,tenant-1,L0065,2048,reuse_intensive,False
74,1,65,2,tenant-1,L0065,2048,reuse_intensive,False
75,1,66,0,tenant-2,L0066,2048,reuse_intensive,False
76,1,66,1,tenant-2,L0066,2048,reuse_intensive,False
77,1,76,0,tenant-4,L0076,1024,reuse_intensive,False
78,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
79,1,66,2,tenant-2,L0066,2048,reuse_intensive,False
80,1,125,0,tenant-5,L0125,4096,reuse_intensive,False
81,1,65,0,tenant-1,L0065,2048,reuse_intensive,False
82,1,97,0,tenant-1,L0097,1024,reuse_intensive,False
83,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
84,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
85,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
86,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
87,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
88,1,65,1,tenant-1,L0065,2048,reuse_intensive,False
89,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
90,1,65,2,tenant-1,L0065,2048,reuse_intensive,False
91,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
92,1,67,1,tenant-3,L0067,2048,reuse_intensive,False
93,1,66,0,tenant-2,L0066,2048,reuse_intensive,False
94,1,78,0,tenant-6,L0078,4096,reuse_intensive,False
95,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
96,1,65,0,tenant-1,L0065,2048,reuse_intensive,False
97,1,67,2,tenant-3,L0067,2048,reuse_intensive,False
98,1,70,0,tenant-6,L0070,1024,reuse_intensive,False
99,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
100,1,92,0,tenant-4,L0092,4096,reuse_intensive,False
101,1,67,0,tenant-3,L0067,2048,reuse_intensive,False
102,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
103,1,84,0,tenant-4,L0084,1024,reuse_intensive,False
104,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
105,1,70,1,tenant-6,L0070,1024,reuse_intensive,False
106,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
107,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
108,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
109,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
110,1,90,0,tenant-2,L0090,4096,reuse_intensive,False
111,1,65,1,tenant-1,L0065,2048,reuse_intensive,False
112,1,115,0,tenant-3,L0115,2048,reuse_intensive,False
113,1,102,0,tenant-6,L0102,1024,reuse_intensive,False
114,1,65,2,tenant-1,L0065,2048,reuse_intensive,False
115,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
116,1,69,0,tenant-5,L0069,1024,reuse_intensive,False
117,1,111,0,tenant-7,L0111,2048,reuse_intensive,False
118,1,100,0,tenant-4,L0100,2048,reuse_intensive,False
119,1,70,2,tenant-6,L0070,1024,reuse_intensive,False
