request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,workload,discard
54,0,0,0,tenant-0,L0000,2048,reuse_intensive,False
55,0,0,1,tenant-0,L0000,2048,reuse_intensive,False
56,0,10,0,tenant-2,L0010,1024,reuse_intensive,False
57,0,29,0,tenant-5,L0029,1024,reuse_intensive,False
58,0,0,2,tenant-0,L0000,2048,reuse_intensive,False
59,0,58,0,tenant-2,L0058,4096,reuse_intensive,False
60,1,66,0,tenant-2,L0066,4096,reuse_intensive,False
61,1,66,1,tenant-2,L0066,4096,reuse_intensive,False
62,1,65,0,tenant-1,L0065,2048,reuse_intensive,False
63,1,64,0,tenant-0,L0064,2048,reuse_intensive,False
64,1,64,1,tenant-0,L0064,2048,reuse_intensive,False
65,1,76,0,tenant-4,L0076,2048,reuse_intensive,False
66,1,64,2,tenant-0,L0064,2048,reuse_intensive,False
67,1,65,1,tenant-1,L0065,2048,reuse_intensive,False
68,1,102,0,tenant-6,L0102,2048,reuse_intensive,False
69,1,71,0,tenant-7,L0071,2048,reuse_intensive,False
70,1,74,0,tenant-2,L0074,1024,reuse_intensive,False
71,1,69,0,tenant-5,L0069,4096,reuse_intensive,False
72,1,92,0,tenant-4,L0092,1024,reuse_intensive,False
73,1,64,0,tenant-0,L0064,2048,reuse_intensive,False
74,1,80,0,tenant-0,L0080,2048,reuse_intensive,False
75,1,66,2,tenant-2,L0066,4096,reuse_intensive,False
76,1,111,0,tenant-7,L0111,2048,reuse_intensive,False
77,1,69,1,tenant-5,L0069,4096,reuse_intensive,False
78,1,69,2,tenant-5,L0069,4096,reuse_intensive,False
79,1,65,2,tenant-1,L0065,2048,reuse_intensive,False
80,1,73,0,tenant-1,L0073,1024,reuse_intensive,False
81,1,64,1,tenant-0,L0064,2048,reuse_intensive,False
82,1,64,2,tenant-0,L0064,2048,reuse_intensive,False
83,1,64,0,tenant-0,L0064,2048,reuse_intensive,False
84,1,109,0,tenant-5,L0109,2048,reuse_intensive,False
85,1,67,0,tenant-3,L0067,2048,reuse_intensive,False
86,1,92,1,tenant-4,L0092,1024,reuse_intensive,False
87,1,82,0,tenant-2,L0082,1024,reuse_intensive,False
88,1,64,1,tenant-0,L0064,2048,reuse_intensive,False
89,1,64,2,tenant-0,L0064,2048,reuse_intensive,False
90,1,69,0,tenant-5,L0069,4096,reuse_intensive,False
91,1,96,0,tenant-0,L0096,4096,reuse_intensive,False
92,1,85,0,tenant-5,L0085,2048,reuse_intensive,False
93,1,65,0,tenant-1,L0065,2048,reuse_intensive,False
94,1,66,0,tenant-2,L0066,4096,reuse_intensive,False
95,1,66,1,tenant-2,L0066,4096,reuse_intensive,False
96,1,66,2,tenant-2,L0066,4096,reuse_intensive,False
97,1,67,1,tenant-3,L0067,2048,reuse_intensive,False
98,1,64,0,tenant-0,L0064,2048,reuse_intensive,False
99,1,64,1,tenant-0,L0064,2048,reuse_intensive,False
100,1,67,2,tenant-3,L0067,2048,reuse_intensive,False
101,1,69,1,tenant-5,L0069,4096,reuse_intensive,False
102,1,65,1,tenant-1,L0065,2048,reuse_intensive,False
103,1,69,2,tenant-5,L0069,4096,reuse_intensive,False
104,1,64,2,tenant-0,L0064,2048,reuse_intensive,False
105,1,64,0,tenant-0,L0064,2048,reuse_intensive,False
106,1,64,1,tenant-0,L0064,2048,reuse_intensive,False
107,1,64,2,tenant-0,L0064,2048,reuse_intensive,False
108,1,66,0,tenant-2,L0066,4096,reuse_intensive,False
109,1,110,0,tenant-6,L0110,4096,reuse_intensive,False
110,1,67,0,tenant-3,L0067,2048,reuse_intensive,False
111,1,66,1,tenant-2,L0066,4096,reuse_intensive,False
112,1,64,0,tenant-0,L0064,2048,reuse_intensive,False
113,1,65,2,tenant-1,L0065,2048,reuse_intensive,False
114,1,64,1,tenant-0,L0064,2048,reuse_intensive,False
115,1,65,0,tenant-1,L0065,2048,reuse_intensive,False
116,1,65,1,tenant-1,L0065,2048,reuse_intensive,False
117,1,64,2,tenant-0,L0064,2048,reuse_intensive,False
118,1,68,0,tenant-4,L0068,2048,reuse_intensive,False
119,1,65,2,tenant-1,L0065,2048,reuse_intensive,False
