request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,workload,discard
53,0,20,0,tenant-4,L0020,2048,original_compatible,False
54,0,15,1,tenant-7,L0015,2560,original_compatible,False
55,0,1,1,tenant-1,L0001,2560,original_compatible,False
56,0,13,1,tenant-5,L0013,2560,original_compatible,False
57,0,7,1,tenant-7,L0007,2560,original_compatible,False
58,0,1,2,tenant-1,L0001,3072,original_compatible,False
59,0,12,1,tenant-4,L0012,2560,original_compatible,False
60,1,32,0,tenant-0,L0032,2048,original_compatible,False
61,1,35,0,tenant-3,L0035,2048,original_compatible,False
62,1,33,0,tenant-1,L0033,2048,original_compatible,False
63,1,32,1,tenant-0,L0032,2560,original_compatible,False
64,1,36,0,tenant-4,L0036,2048,original_compatible,False
65,1,35,1,tenant-3,L0035,2560,original_compatible,False
66,1,32,2,tenant-0,L0032,3072,original_compatible,False
67,1,33,1,tenant-1,L0033,2560,original_compatible,False
68,1,33,2,tenant-1,L0033,3072,original_compatible,False
69,1,32,0,tenant-0,L0032,2048,original_compatible,False
70,1,37,0,tenant-5,L0037,2048,original_compatible,False
71,1,32,1,tenant-0,L0032,2560,original_compatible,False
72,1,34,0,tenant-2,L0034,2048,original_compatible,False
73,1,55,0,tenant-7,L0055,2048,original_compatible,False
74,1,34,1,tenant-2,L0034,2560,original_compatible,False
75,1,36,1,tenant-4,L0036,2560,original_compatible,False
76,1,33,0,tenant-1,L0033,2048,original_compatible,False
77,1,38,0,tenant-6,L0038,2048,original_compatible,False
78,1,32,2,tenant-0,L0032,3072,original_compatible,False
79,1,36,2,tenant-4,L0036,3072,original_compatible,False
80,1,32,0,tenant-0,L0032,2048,original_compatible,False
81,1,33,1,tenant-1,L0033,2560,original_compatible,False
82,1,40,0,tenant-0,L0040,2048,original_compatible,False
83,1,60,0,tenant-4,L0060,2048,original_compatible,False
84,1,37,1,tenant-5,L0037,2560,original_compatible,False
85,1,36,0,tenant-4,L0036,2048,original_compatible,False
86,1,36,1,tenant-4,L0036,2560,original_compatible,False
87,1,48,0,tenant-0,L0048,2048,original_compatible,False
88,1,53,0,tenant-5,L0053,2048,original_compatible,False
89,1,48,1,tenant-0,L0048,2560,original_compatible,False
90,1,32,1,tenant-0,L0032,2560,original_compatible,False
91,1,48,2,tenant-0,L0048,3072,original_compatible,False
92,1,39,0,tenant-7,L0039,2048,original_compatible,False
93,1,33,2,tenant-1,L0033,3072,original_compatible,False
94,1,33,0,tenant-1,L0033,2048,original_compatible,False
95,1,32,2,tenant-0,L0032,3072,original_compatible,False
96,1,44,0,tenant-4,L0044,2048,original_compatible,False
97,1,41,0,tenant-1,L0041,2048,original_compatible,False
98,1,35,2,tenant-3,L0035,3072,original_compatible,False
99,1,42,0,tenant-2,L0042,2048,original_compatible,False
100,1,35,0,tenant-3,L0035,2048,original_compatible,False
101,1,34,2,tenant-2,L0034,3072,original_compatible,False
102,1,33,1,tenant-1,L0033,2560,original_compatible,False
103,1,34,0,tenant-2,L0034,2048,original_compatible,False
104,1,37,2,tenant-5,L0037,3072,original_compatible,False
105,1,32,0,tenant-0,L0032,2048,original_compatible,False
106,1,32,1,tenant-0,L0032,2560,original_compatible,False
107,1,32,2,tenant-0,L0032,3072,original_compatible,False
108,1,32,0,tenant-0,L0032,2048,original_compatible,False
109,1,36,2,tenant-4,L0036,3072,original_compatible,False
110,1,33,2,tenant-1,L0033,3072,original_compatible,False
111,1,42,1,tenant-2,L0042,2560,original_compatible,False
112,1,39,1,tenant-7,L0039,2560,original_compatible,False
113,1,34,1,tenant-2,L0034,2560,original_compatible,False
114,1,36,0,tenant-4,L0036,2048,original_compatible,False
115,1,57,0,tenant-1,L0057,2048,original_compatible,False
116,1,33,0,tenant-1,L0033,2048,original_compatible,False
117,1,42,2,tenant-2,L0042,3072,original_compatible,False
118,1,32,1,tenant-0,L0032,2560,original_compatible,False
119,1,37,0,tenant-5,L0037,2048,original_compatible,False
