request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,workload,discard
73,1,64,1,tenant-0,L0064,2048,reuse_intensive,False
74,1,84,0,tenant-4,L0084,4096,reuse_intensive,False
75,1,94,0,tenant-6,L0094,2048,reuse_intensive,False
76,1,66,0,tenant-2,L0066,4096,reuse_intensive,False
77,1,67,0,tenant-3,L0067,1024,reuse_intensive,False
78,1,86,0,tenant-6,L0086,1024,reuse_intensive,False
79,1,81,1,tenant-1,L0081,2048,reuse_intensive,False
80,1,70,0,tenant-6,L0070,4096,reuse_intensive,False
81,1,120,0,tenant-0,L0120,2048,reuse_intensive,False
82,1,64,2,tenant-0,L0064,2048,reuse_intensive,False
83,1,78,0,tenant-6,L0078,2048,reuse_intensive,False
84,1,68,1,tenant-4,L0068,2048,reuse_intensive,False
85,1,73,0,tenant-1,L0073,2048,reuse_intensive,False
86,1,97,0,tenant-1,L0097,4096,reuse_intensive,False
87,1,65,2,tenant-1,L0065,1024,reuse_intensive,False
88,1,69,0,tenant-5,L0069,4096,reuse_intensive,False
89,1,67,1,tenant-3,L0067,1024,reuse_intensive,False
90,1,70,1,tenant-6,L0070,4096,reuse_intensive,False
91,1,67,2,tenant-3,L0067,1024,reuse_intensive,False
92,1,84,1,tenant-4,L0084,4096,reuse_intensive,False
93,1,64,0,tenant-0,L0064,2048,reuse_intensive,False
94,1,113,0,tenant-1,L0113,2048,reuse_intensive,False
95,1,66,1,tenant-2,L0066,4096,reuse_intensive,False
96,1,68,2,tenant-4,L0068,2048,reuse_intensive,False
97,1,82,0,tenant-2,L0082,4096,reuse_intensive,False
98,1,65,0,tenant-1,L0065,1024,reuse_intensive,False
99,1,90,0,tenant-2,L0090,2048,reuse_intensive,False
100,1,75,0,tenant-3,L0075,1024,reuse_intensive,False
101,1,64,1,tenant-0,L0064,2048,reuse_intensive,False
102,1,64,2,tenant-0,L0064,2048,reuse_intensive,False
103,1,64,0,tenant-0,L0064,2048,reuse_intensive,False
104,1,100,0,tenant-4,L0100,1024,reuse_intensive,False
105,1,79,0,tenant-7,L0079,1024,reuse_intensive,False
106,1,66,2,tenant-2,L0066,4096,reuse_intensive,False
107,1,102,0,tenant-6,L0102,1024,reuse_intensive,False
108,1,64,1,tenant-0,L0064,2048,reuse_intensive,False
109,1,64,2,tenant-0,L0064,2048,reuse_intensive,False
110,1,84,2,tenant-4,L0084,4096,reuse_intensive,False
111,1,72,0,tenant-0,L0072,4096,reuse_intensive,False
112,1,64,0,tenant-0,L0064,2048,reuse_intensive,False
113,1,83,0,tenant-3,L0083,2048,reuse_intensive,False
114,1,83,1,tenant-3,L0083,2048,reuse_intensive,False
115,1,65,1,tenant-1,L0065,1024,reuse_intensive,False
116,1,79,1,tenant-7,L0079,1024,reuse_intensive,False
117,1,64,1,tenant-0,L0064,2048,reuse_intensive,False
118,1,71,0,tenant-7,L0071,2048,reuse_intensive,False
119,1,77,0,tenant-5,L0077,4096,reuse_intensive,False
