experiment_id,experiment,evidence_type,code_commit,source_dataset,source_url,source_license,source_file_sha256,source_raw_text_retained,model,hardware,mode,policy,K,J,rep,repetitions,seed,workload_trace_hash,request_count_total,warmup_request_count,cache_capacity,metric_scope,status,request_count,observed_reuse_hit_rate,mean_reuse_coverage,saved_prefill_tokens_total,raw_candidate_fanout_p95,evaluated_candidate_fanout_p95,dispatcher_index_bytes
20260715_agenttrace_frozen_load_only_rep0,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,load_only,inf,8,0,10,20260715,3dc9f7efccba294070b86a25d6bec2973fc70460eb0218f63efe0623a502e884,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5333161011593726,103240.0,0.0,0.0,384
20260715_agenttrace_frozen_exact_rep1,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,exact,inf,8,1,10,20260715,38865aec285adca56eb6e7d11110df2b0a0808b24f87dd5996b1abec6486dc33,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5440813034329827,103073.0,4.0,4.0,9600
20260715_agenttrace_closed_loop_load_only_rep1,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,load_only,inf,8,1,10,20260715,38865aec285adca56eb6e7d11110df2b0a0808b24f87dd5996b1abec6486dc33,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5521759308132791,117364.0,0.0,0.0,384
20260715_agenttrace_closed_loop_sketch_k8_rep1,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k8,8,8,1,10,20260715,38865aec285adca56eb6e7d11110df2b0a0808b24f87dd5996b1abec6486dc33,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5442974043191593,106290.0,1.0,1.0,896
20260715_agenttrace_closed_loop_sketch_k16_rep1,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k16,16,8,1,10,20260715,38865aec285adca56eb6e7d11110df2b0a0808b24f87dd5996b1abec6486dc33,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5476809918511933,111582.0,1.0,1.0,1408
20260715_agenttrace_closed_loop_exact_rep1,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,exact,inf,8,1,10,20260715,38865aec285adca56eb6e7d11110df2b0a0808b24f87dd5996b1abec6486dc33,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5557592651886566,120846.0,1.0,1.0,8576
20260715_agenttrace_frozen_load_only_rep2,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,load_only,inf,8,2,10,20260715,b68cf2c4e19e2428cecf95e4fc7722dde3fc94a4154c186d5e903d160dd1c2d9,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5129947036966502,99553.0,0.0,0.0,384
20260715_agenttrace_frozen_sketch_k8_rep2,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k8,8,8,2,10,20260715,b68cf2c4e19e2428cecf95e4fc7722dde3fc94a4154c186d5e903d160dd1c2d9,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5124902413833885,99471.0,4.0,4.0,2432
20260715_agenttrace_frozen_sketch_k16_rep2,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k16,16,8,2,10,20260715,b68cf2c4e19e2428cecf95e4fc7722dde3fc94a4154c186d5e903d160dd1c2d9,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5142312997745465,101289.0,4.0,4.0,4480
20260715_agenttrace_frozen_exact_rep2,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,exact,inf,8,2,10,20260715,b68cf2c4e19e2428cecf95e4fc7722dde3fc94a4154c186d5e903d160dd1c2d9,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5163874161501105,103179.0,4.0,4.0,9472
20260715_agenttrace_closed_loop_load_only_rep2,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,load_only,inf,8,2,10,20260715,b68cf2c4e19e2428cecf95e4fc7722dde3fc94a4154c186d5e903d160dd1c2d9,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5176717348015623,105623.0,0.0,0.0,384
20260715_agenttrace_closed_loop_sketch_k8_rep2,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k8,8,8,2,10,20260715,b68cf2c4e19e2428cecf95e4fc7722dde3fc94a4154c186d5e903d160dd1c2d9,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5116802016747969,98542.0,1.0,1.0,896
20260715_agenttrace_closed_loop_sketch_k16_rep2,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k16,16,8,2,10,20260715,b68cf2c4e19e2428cecf95e4fc7722dde3fc94a4154c186d5e903d160dd1c2d9,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5118537704003828,98815.0,1.0,1.0,1408
20260715_agenttrace_closed_loop_exact_rep2,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,exact,inf,8,2,10,20260715,b68cf2c4e19e2428cecf95e4fc7722dde3fc94a4154c186d5e903d160dd1c2d9,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5263325338054105,118984.0,1.0,1.0,8576
20260715_agenttrace_frozen_load_only_rep3,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,load_only,inf,8,3,10,20260715,195fb32db24253bafd1850b10c5eaae4ffc0b607e14102aea2b34ac998548442,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5110851874007449,99297.0,0.0,0.0,384
20260715_agenttrace_frozen_sketch_k8_rep3,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k8,8,8,3,10,20260715,195fb32db24253bafd1850b10c5eaae4ffc0b607e14102aea2b34ac998548442,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5105518138087212,99140.0,4.0,4.0,2432
20260715_agenttrace_frozen_sketch_k16_rep3,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k16,16,8,3,10,20260715,195fb32db24253bafd1850b10c5eaae4ffc0b607e14102aea2b34ac998548442,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5120729732000014,100488.0,4.0,4.0,4480
20260715_agenttrace_frozen_exact_rep3,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,exact,inf,8,3,10,20260715,195fb32db24253bafd1850b10c5eaae4ffc0b607e14102aea2b34ac998548442,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5157849454880791,102833.0,4.0,4.0,9600
20260715_agenttrace_closed_loop_load_only_rep3,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,load_only,inf,8,3,10,20260715,195fb32db24253bafd1850b10c5eaae4ffc0b607e14102aea2b34ac998548442,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5178313556161979,108889.0,0.0,0.0,384
20260715_agenttrace_closed_loop_sketch_k8_rep3,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k8,8,8,3,10,20260715,195fb32db24253bafd1850b10c5eaae4ffc0b607e14102aea2b34ac998548442,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5100292740683772,98655.0,1.0,1.0,896
20260715_agenttrace_closed_loop_sketch_k16_rep3,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k16,16,8,3,10,20260715,195fb32db24253bafd1850b10c5eaae4ffc0b607e14102aea2b34ac998548442,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5125825924999196,102567.0,1.0,1.0,1408
20260715_agenttrace_closed_loop_exact_rep3,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,exact,inf,8,3,10,20260715,195fb32db24253bafd1850b10c5eaae4ffc0b607e14102aea2b34ac998548442,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5238866322764255,118045.0,1.0,1.0,8576
20260715_agenttrace_frozen_load_only_rep4,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,load_only,inf,8,4,10,20260715,1615a4dfc589c8170d9803acd9ca87c9aa958bd08d4880684af9055deada8f0e,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5110385039271129,100309.0,0.0,0.0,384
20260715_agenttrace_frozen_sketch_k8_rep4,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k8,8,8,4,10,20260715,1615a4dfc589c8170d9803acd9ca87c9aa958bd08d4880684af9055deada8f0e,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5107281930799766,100480.0,4.0,4.0,2432
20260715_agenttrace_frozen_sketch_k16_rep4,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k16,16,8,4,10,20260715,1615a4dfc589c8170d9803acd9ca87c9aa958bd08d4880684af9055deada8f0e,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5127336681995798,102376.0,4.0,4.0,4480
20260715_agenttrace_frozen_exact_rep4,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: mbpp_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,43f3b82675c0d680cc4d2d1e9689da421a70597eb45ade928eb0f77c800652fc,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,exact,inf,8,4,10,20260715,1615a4dfc589c8170d9803acd9ca87c9aa958bd08d4880684af9055deada8f0e,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.5154168236769286,104115.0,4.0,4.0,9344
