request_id,arrival_time,tenant,model_revision,full_prefix_hash_chain,prefix_length,expected_reuse_coverage,generation_length,locality_class,digest,prompt_namespace,discard
15,0.44999999999999996,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0081""]",512,0.6666666666666666,16,low,p0081,20260715_low_rep1,False
16,0.48,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0131""]",256,1.0,16,low,p0131,20260715_low_rep1,False
17,0.51,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0179""]",512,1.0,16,low,p0179,20260715_low_rep1,False
18,0.54,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0008""]",256,0.5,16,low,p0008,20260715_low_rep1,False
19,0.57,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0142""]",512,0.8333333333333333,16,low,p0142,20260715_low_rep1,False
20,0.6,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0189""]",256,0.6666666666666666,16,low,p0189,20260715_low_rep1,False
21,0.63,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0222""]",512,0.8333333333333333,16,low,p0222,20260715_low_rep1,False
22,0.6599999999999999,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0225""]",256,0.6666666666666666,16,low,p0225,20260715_low_rep1,False
23,0.69,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0042""]",512,0.8333333333333333,16,low,p0042,20260715_low_rep1,False
24,0.72,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0066""]",256,0.8333333333333333,16,low,p0066,20260715_low_rep1,False
25,0.75,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0145""]",512,0.6666666666666666,16,low,p0145,20260715_low_rep1,False
26,0.78,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0206""]",256,0.8333333333333333,16,low,p0206,20260715_low_rep1,False
27,0.8099999999999999,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0055""]",512,1.0,16,low,p0055,20260715_low_rep1,False
28,0.84,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0176""]",256,0.5,16,low,p0176,20260715_low_rep1,False
29,0.87,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0057""]",512,0.6666666666666666,16,low,p0057,20260715_low_rep1,False
30,0.8999999999999999,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0077""]",256,0.6666666666666666,16,low,p0077,20260715_low_rep1,False
31,0.9299999999999999,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0164""]",512,0.5,16,low,p0164,20260715_low_rep1,False
32,0.96,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0203""]",256,1.0,16,low,p0203,20260715_low_rep1,False
33,0.99,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0039""]",512,1.0,16,low,p0039,20260715_low_rep1,False
34,1.02,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0190""]",256,0.8333333333333333,16,low,p0190,20260715_low_rep1,False
35,1.05,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0039""]",512,1.0,16,low,p0039,20260715_low_rep1,False
36,1.08,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0176""]",256,0.5,16,low,p0176,20260715_low_rep1,False
37,1.1099999999999999,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0049""]",512,0.6666666666666666,16,low,p0049,20260715_low_rep1,False
38,1.14,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0021""]",256,0.6666666666666666,16,low,p0021,20260715_low_rep1,False
39,1.17,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0172""]",512,0.5,16,low,p0172,20260715_low_rep1,False
40,1.2,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0042""]",256,0.8333333333333333,16,low,p0042,20260715_low_rep1,False
41,1.23,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0018""]",512,0.8333333333333333,16,low,p0018,20260715_low_rep1,False
42,1.26,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0146""]",256,0.8333333333333333,16,low,p0146,20260715_low_rep1,False
43,1.29,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0072""]",512,0.5,16,low,p0072,20260715_low_rep1,False
44,1.3199999999999998,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0235""]",256,1.0,16,low,p0235,20260715_low_rep1,False
45,1.3499999999999999,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0036""]",512,0.5,16,low,p0036,20260715_low_rep1,False
46,1.38,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0038""]",256,0.8333333333333333,16,low,p0038,20260715_low_rep1,False
47,1.41,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0030""]",512,0.8333333333333333,16,low,p0030,20260715_low_rep1,False
48,1.44,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0113""]",256,0.6666666666666666,16,low,p0113,20260715_low_rep1,False
49,1.47,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0234""]",512,0.8333333333333333,16,low,p0234,20260715_low_rep1,False
50,1.5,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0094""]",256,0.8333333333333333,16,low,p0094,20260715_low_rep1,False
51,1.53,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0184""]",512,0.5,16,low,p0184,20260715_low_rep1,False
52,1.56,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0117""]",256,0.6666666666666666,16,low,p0117,20260715_low_rep1,False
53,1.5899999999999999,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0099""]",512,1.0,16,low,p0099,20260715_low_rep1,False
54,1.6199999999999999,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0059""]",256,1.0,16,low,p0059,20260715_low_rep1,False
55,1.65,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0033""]",512,0.6666666666666666,16,low,p0033,20260715_low_rep1,False
56,1.68,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0216""]",256,0.5,16,low,p0216,20260715_low_rep1,False
57,1.71,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0194""]",512,0.8333333333333333,16,low,p0194,20260715_low_rep1,False
58,1.74,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0039""]",256,1.0,16,low,p0039,20260715_low_rep1,False
59,1.77,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0082""]",512,0.8333333333333333,16,low,p0082,20260715_low_rep1,False
60,1.7999999999999998,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0050""]",256,0.8333333333333333,16,low,p0050,20260715_low_rep1,False
61,1.8299999999999998,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0234""]",512,0.8333333333333333,16,low,p0234,20260715_low_rep1,False
62,1.8599999999999999,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0073""]",256,0.6666666666666666,16,low,p0073,20260715_low_rep1,False
63,1.89,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0077""]",512,0.6666666666666666,16,low,p0077,20260715_low_rep1,False
