request_id,arrival_time,tenant,model_revision,full_prefix_hash_chain,prefix_length,expected_reuse_coverage,generation_length,locality_class,digest,prompt_namespace,discard
24,0.72,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0045""]",256,0.6666666666666666,16,low,p0045,20260715_low_rep2,False
25,0.75,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0218""]",512,0.8333333333333333,16,low,p0218,20260715_low_rep2,False
26,0.78,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0228""]",256,0.5,16,low,p0228,20260715_low_rep2,False
27,0.8099999999999999,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0242""]",512,0.8333333333333333,16,low,p0242,20260715_low_rep2,False
28,0.84,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0074""]",256,0.8333333333333333,16,low,p0074,20260715_low_rep2,False
29,0.87,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0111""]",512,1.0,16,low,p0111,20260715_low_rep2,False
30,0.8999999999999999,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0232""]",256,0.5,16,low,p0232,20260715_low_rep2,False
31,0.9299999999999999,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0112""]",512,0.5,16,low,p0112,20260715_low_rep2,False
32,0.96,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0254""]",256,0.8333333333333333,16,low,p0254,20260715_low_rep2,False
33,0.99,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0159""]",512,1.0,16,low,p0159,20260715_low_rep2,False
34,1.02,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0029""]",256,0.6666666666666666,16,low,p0029,20260715_low_rep2,False
35,1.05,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0171""]",512,1.0,16,low,p0171,20260715_low_rep2,False
36,1.08,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0165""]",256,0.6666666666666666,16,low,p0165,20260715_low_rep2,False
37,1.1099999999999999,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0247""]",512,1.0,16,low,p0247,20260715_low_rep2,False
38,1.14,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0232""]",256,0.5,16,low,p0232,20260715_low_rep2,False
39,1.17,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0100""]",512,0.5,16,low,p0100,20260715_low_rep2,False
40,1.2,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0248""]",256,0.5,16,low,p0248,20260715_low_rep2,False
41,1.23,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0016""]",512,0.5,16,low,p0016,20260715_low_rep2,False
42,1.26,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0234""]",256,0.8333333333333333,16,low,p0234,20260715_low_rep2,False
43,1.29,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0248""]",512,0.5,16,low,p0248,20260715_low_rep2,False
44,1.3199999999999998,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0056""]",256,0.5,16,low,p0056,20260715_low_rep2,False
45,1.3499999999999999,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0163""]",512,1.0,16,low,p0163,20260715_low_rep2,False
46,1.38,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0218""]",256,0.8333333333333333,16,low,p0218,20260715_low_rep2,False
47,1.41,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0128""]",512,0.5,16,low,p0128,20260715_low_rep2,False
48,1.44,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0235""]",256,1.0,16,low,p0235,20260715_low_rep2,False
49,1.47,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0175""]",512,1.0,16,low,p0175,20260715_low_rep2,False
50,1.5,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0113""]",256,0.6666666666666666,16,low,p0113,20260715_low_rep2,False
51,1.53,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0013""]",512,0.6666666666666666,16,low,p0013,20260715_low_rep2,False
52,1.56,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0187""]",256,1.0,16,low,p0187,20260715_low_rep2,False
53,1.5899999999999999,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0181""]",512,0.6666666666666666,16,low,p0181,20260715_low_rep2,False
54,1.6199999999999999,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0212""]",256,0.5,16,low,p0212,20260715_low_rep2,False
55,1.65,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0234""]",512,0.8333333333333333,16,low,p0234,20260715_low_rep2,False
56,1.68,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0188""]",256,0.5,16,low,p0188,20260715_low_rep2,False
57,1.71,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0036""]",512,0.5,16,low,p0036,20260715_low_rep2,False
58,1.74,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0144""]",256,0.5,16,low,p0144,20260715_low_rep2,False
59,1.77,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0124""]",512,0.5,16,low,p0124,20260715_low_rep2,False
60,1.7999999999999998,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0171""]",256,1.0,16,low,p0171,20260715_low_rep2,False
61,1.8299999999999998,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0020""]",512,0.5,16,low,p0020,20260715_low_rep2,False
62,1.8599999999999999,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0006""]",256,0.8333333333333333,16,low,p0006,20260715_low_rep2,False
63,1.89,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0033""]",512,0.6666666666666666,16,low,p0033,20260715_low_rep2,False
