experiment,evidence_type,mode,policy,admission,K,n_reps,status,mean_reuse_coverage_mean,mean_reuse_coverage_ci95_low,mean_reuse_coverage_ci95_high,saved_prefill_tokens_total_mean,saved_prefill_tokens_total_ci95_low,saved_prefill_tokens_total_ci95_high,incremental_saved_prefill_tokens_total_mean,incremental_saved_prefill_tokens_total_ci95_low,incremental_saved_prefill_tokens_total_ci95_high,dispatcher_index_bytes_mean,dispatcher_index_bytes_ci95_low,dispatcher_index_bytes_ci95_high,selected_affinity_rate_mean,selected_affinity_rate_ci95_low,selected_affinity_rate_ci95_high,incremental_saved_vs_exact_ratio_mean,incremental_saved_vs_exact_ratio_ci95_low,incremental_saved_vs_exact_ratio_ci95_high
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,lru,2,2,Current,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,768.0,768.0,768.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,lru,32,2,Current,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,4608.0,4608.0,4608.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,lru,4,2,Current,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,1024.0,1024.0,1024.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,lru,64,2,Current,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,8704.0,8704.0,8704.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,lru,8,2,Current,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,1536.0,1536.0,1536.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,oracle_future_value,128,2,UpperBoundOnly,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,9792.0,9728.0,9856.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,oracle_future_value,16,2,UpperBoundOnly,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,2560.0,2560.0,2560.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,oracle_future_value,2,2,UpperBoundOnly,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,768.0,768.0,768.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,oracle_future_value,32,2,UpperBoundOnly,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,4608.0,4608.0,4608.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,oracle_future_value,4,2,UpperBoundOnly,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,1024.0,1024.0,1024.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,oracle_future_value,64,2,UpperBoundOnly,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,8704.0,8704.0,8704.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,oracle_future_value,8,2,UpperBoundOnly,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,1536.0,1536.0,1536.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,reuse_distance,128,2,Current,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,9792.0,9728.0,9856.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,reuse_distance,16,2,Current,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,2560.0,2560.0,2560.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,reuse_distance,2,2,Current,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,768.0,768.0,768.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,reuse_distance,32,2,Current,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,4608.0,4608.0,4608.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,reuse_distance,4,2,Current,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,1024.0,1024.0,1024.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,reuse_distance,64,2,Current,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,8704.0,8704.0,8704.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,reuse_distance,8,2,Current,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,1536.0,1536.0,1536.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,saved_prefill_first,128,2,Current,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,9792.0,9728.0,9856.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,saved_prefill_first,16,2,Current,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,2560.0,2560.0,2560.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,saved_prefill_first,2,2,Current,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,768.0,768.0,768.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,saved_prefill_first,32,2,Current,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,4608.0,4608.0,4608.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,saved_prefill_first,4,2,Current,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,1024.0,1024.0,1024.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,saved_prefill_first,64,2,Current,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,8704.0,8704.0,8704.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,saved_prefill_first,8,2,Current,0.6693059722069741,0.6452375880050231,0.6933743564089252,25258.0,25101.0,25415.0,682.0,525.0,839.0,1536.0,1536.0,1536.0,0.0,0.0,0.0,0.5240285332484731,0.4650132860938884,0.5830437804030577
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,exact,exact,inf,2,Current,0.6677405618223884,0.6423327142019752,0.6931484094428016,25032.5,24993.0,25072.0,456.5,417.0,496.0,2752.0,2688.0,2816.0,1.0,1.0,1.0,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,load_only,none,inf,2,Current,0.6651461052941823,0.6396487480367886,0.6906434625515759,24724.5,24692.0,24757.0,148.5,116.0,181.0,384.0,384.0,384.0,0.0,0.0,0.0,0.3215484064361414,0.27817745803357313,0.3649193548387097
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,coverage_first,128,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2752.0,2688.0,2816.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,coverage_first,16,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2752.0,2688.0,2816.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,coverage_first,2,2,Current,0.6647432871723837,0.6396487480367886,0.6898378263079787,24657.5,24623.0,24692.0,81.5,47.0,116.0,896.0,896.0,896.0,0.0,0.0,0.0,0.1864677612748511,0.09475806451612903,0.27817745803357313
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,coverage_first,32,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2752.0,2688.0,2816.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,coverage_first,4,2,Current,0.6648515927698047,0.639403794948314,0.6902993905912953,24685.0,24667.0,24703.0,109.0,91.0,127.0,1408.0,1408.0,1408.0,0.0,0.0,0.0,0.2440120484257755,0.18346774193548387,0.30455635491606714
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,coverage_first,64,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2752.0,2688.0,2816.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,coverage_first,8,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2368.0,2304.0,2432.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lfu,128,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2752.0,2688.0,2816.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lfu,16,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2752.0,2688.0,2816.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lfu,2,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,896.0,896.0,896.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lfu,32,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2752.0,2688.0,2816.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lfu,4,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,1408.0,1408.0,1408.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lfu,64,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2752.0,2688.0,2816.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lfu,8,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2368.0,2304.0,2432.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lru,128,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2752.0,2688.0,2816.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lru,16,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2752.0,2688.0,2816.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lru,2,2,Current,0.6649636752160718,0.6396487480367886,0.690278602395355,24704.5,24692.0,24717.0,128.5,116.0,141.0,896.0,896.0,896.0,0.0,0.0,0.0,0.2812258257909801,0.27817745803357313,0.2842741935483871
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lru,32,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2752.0,2688.0,2816.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lru,4,2,Current,0.6650039421499778,0.6400125895118453,0.6899952947881103,24705.0,24675.0,24735.0,129.0,99.0,159.0,1408.0,1408.0,1408.0,0.0,0.0,0.0,0.29044586911116266,0.19959677419354838,0.381294964028777
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lru,64,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2752.0,2688.0,2816.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lru,8,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2368.0,2304.0,2432.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,oracle_future_value,128,2,UpperBoundOnly,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2752.0,2688.0,2816.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,oracle_future_value,16,2,UpperBoundOnly,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2752.0,2688.0,2816.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,oracle_future_value,2,2,UpperBoundOnly,0.6648475946632089,0.6387251989270124,0.6909699903994053,24683.5,24616.0,24751.0,107.5,40.0,175.0,896.0,896.0,896.0,0.0,0.0,0.0,0.2243729210180243,0.09592326139088729,0.3528225806451613
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,oracle_future_value,32,2,UpperBoundOnly,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2752.0,2688.0,2816.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,oracle_future_value,4,2,UpperBoundOnly,0.6654607640138107,0.6402536264877868,0.6906679015398346,24750.5,24748.0,24753.0,174.5,172.0,177.0,1408.0,1408.0,1408.0,0.0,0.0,0.0,0.38466243134524636,0.35685483870967744,0.41247002398081534
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,oracle_future_value,64,2,UpperBoundOnly,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2752.0,2688.0,2816.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,oracle_future_value,8,2,UpperBoundOnly,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2368.0,2304.0,2432.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,reuse_distance,128,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2752.0,2688.0,2816.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,reuse_distance,16,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2752.0,2688.0,2816.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,reuse_distance,2,2,Current,0.6647432871723837,0.6396487480367886,0.6898378263079787,24657.5,24623.0,24692.0,81.5,47.0,116.0,896.0,896.0,896.0,0.0,0.0,0.0,0.1864677612748511,0.09475806451612903,0.27817745803357313
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,reuse_distance,32,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2752.0,2688.0,2816.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,reuse_distance,4,2,Current,0.6648515927698047,0.639403794948314,0.6902993905912953,24685.0,24667.0,24703.0,109.0,91.0,127.0,1408.0,1408.0,1408.0,0.0,0.0,0.0,0.2440120484257755,0.18346774193548387,0.30455635491606714
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,reuse_distance,64,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2752.0,2688.0,2816.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,reuse_distance,8,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2368.0,2304.0,2432.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,saved_prefill_first,128,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2752.0,2688.0,2816.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,saved_prefill_first,16,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2752.0,2688.0,2816.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,saved_prefill_first,2,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,896.0,896.0,896.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,saved_prefill_first,32,2,Current,0.6646469898714686,0.6397289205915757,0.6895650591513615,24685.0,24623.0,24747.0,109.0,47.0,171.0,2752.0,2688.0,2816.0,0.0,0.0,0.0,0.2524150034810861,0.09475806451612903,0.41007194244604317
