request_id,arrival_time,tenant,model_revision,full_prefix_hash_chain,prefix_length,expected_reuse_coverage,generation_length,locality_class,digest,prompt_namespace,discard
13,0.39,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0065""]",512,0.6666666666666666,16,medium,p0065,20260715_medium_rep6,True
14,0.42,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0006""]",256,0.8333333333333333,16,medium,p0006,20260715_medium_rep6,True
15,0.44999999999999996,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0002""]",512,0.8333333333333333,16,medium,p0002,20260715_medium_rep6,True
16,0.48,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0002""]",256,0.8333333333333333,16,medium,p0002,20260715_medium_rep6,True
17,0.51,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0045""]",512,0.6666666666666666,16,medium,p0045,20260715_medium_rep6,True
18,0.54,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",256,0.5,16,medium,p0000,20260715_medium_rep6,True
19,0.57,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0015""]",512,1.0,16,medium,p0015,20260715_medium_rep6,True
20,0.6,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0200""]",256,0.5,16,medium,p0200,20260715_medium_rep6,True
21,0.63,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0030""]",512,0.8333333333333333,16,medium,p0030,20260715_medium_rep6,True
22,0.6599999999999999,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0002""]",256,0.8333333333333333,16,medium,p0002,20260715_medium_rep6,True
23,0.69,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0125""]",512,0.6666666666666666,16,medium,p0125,20260715_medium_rep6,True
24,0.72,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0019""]",256,1.0,16,medium,p0019,20260715_medium_rep6,True
25,0.75,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0074""]",512,0.8333333333333333,16,medium,p0074,20260715_medium_rep6,True
26,0.78,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0119""]",256,1.0,16,medium,p0119,20260715_medium_rep6,True
27,0.8099999999999999,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0016""]",512,0.5,16,medium,p0016,20260715_medium_rep6,True
28,0.84,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0014""]",256,0.8333333333333333,16,medium,p0014,20260715_medium_rep6,True
29,0.87,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0235""]",512,1.0,16,medium,p0235,20260715_medium_rep6,True
30,0.8999999999999999,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0021""]",256,0.6666666666666666,16,medium,p0021,20260715_medium_rep6,True
31,0.9299999999999999,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0052""]",512,0.5,16,medium,p0052,20260715_medium_rep6,True
32,0.96,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0035""]",256,1.0,16,medium,p0035,20260715_medium_rep6,True
33,0.99,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0050""]",512,0.8333333333333333,16,medium,p0050,20260715_medium_rep6,True
34,1.02,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0010""]",256,0.8333333333333333,16,medium,p0010,20260715_medium_rep6,True
35,1.05,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0053""]",512,0.6666666666666666,16,medium,p0053,20260715_medium_rep6,True
36,1.08,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0233""]",256,0.6666666666666666,16,medium,p0233,20260715_medium_rep6,True
37,1.1099999999999999,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0008""]",512,0.5,16,medium,p0008,20260715_medium_rep6,True
38,1.14,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0064""]",256,0.5,16,medium,p0064,20260715_medium_rep6,True
39,1.17,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0001""]",512,0.6666666666666666,16,medium,p0001,20260715_medium_rep6,True
40,1.2,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0001""]",256,0.6666666666666666,16,medium,p0001,20260715_medium_rep6,True
41,1.23,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0050""]",512,0.8333333333333333,16,medium,p0050,20260715_medium_rep6,True
42,1.26,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",256,0.5,16,medium,p0000,20260715_medium_rep6,True
43,1.29,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0018""]",512,0.8333333333333333,16,medium,p0018,20260715_medium_rep6,True
44,1.3199999999999998,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0209""]",256,0.6666666666666666,16,medium,p0209,20260715_medium_rep6,True
45,1.3499999999999999,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0249""]",512,0.6666666666666666,16,medium,p0249,20260715_medium_rep6,True
46,1.38,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0031""]",256,1.0,16,medium,p0031,20260715_medium_rep6,True
47,1.41,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0066""]",512,0.8333333333333333,16,medium,p0066,20260715_medium_rep6,True
48,1.44,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0025""]",256,0.6666666666666666,16,medium,p0025,20260715_medium_rep6,True
49,1.47,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0002""]",512,0.8333333333333333,16,medium,p0002,20260715_medium_rep6,True
50,1.5,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0044""]",256,0.5,16,medium,p0044,20260715_medium_rep6,True
51,1.53,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0247""]",512,1.0,16,medium,p0247,20260715_medium_rep6,True
52,1.56,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0061""]",256,0.6666666666666666,16,medium,p0061,20260715_medium_rep6,True
53,1.5899999999999999,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0029""]",512,0.6666666666666666,16,medium,p0029,20260715_medium_rep6,True
54,1.6199999999999999,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0219""]",256,1.0,16,medium,p0219,20260715_medium_rep6,True
55,1.65,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0057""]",512,0.6666666666666666,16,medium,p0057,20260715_medium_rep6,True
56,1.68,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0001""]",256,0.6666666666666666,16,medium,p0001,20260715_medium_rep6,True
57,1.71,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0009""]",512,0.6666666666666666,16,medium,p0009,20260715_medium_rep6,True
58,1.74,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0038""]",256,0.8333333333333333,16,medium,p0038,20260715_medium_rep6,True
59,1.77,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0033""]",512,0.6666666666666666,16,medium,p0033,20260715_medium_rep6,True
60,1.7999999999999998,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0101""]",256,0.6666666666666666,16,medium,p0101,20260715_medium_rep6,True
61,1.8299999999999998,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0118""]",512,0.8333333333333333,16,medium,p0118,20260715_medium_rep6,True
62,1.8599999999999999,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0002""]",256,0.8333333333333333,16,medium,p0002,20260715_medium_rep6,True
63,1.89,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0073""]",512,0.6666666666666666,16,medium,p0073,20260715_medium_rep6,True
64,1.92,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0001""]",256,0.6666666666666666,16,medium,p0001,20260715_medium_rep6,True
65,1.95,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0043""]",512,1.0,16,medium,p0043,20260715_medium_rep6,True
66,1.98,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0013""]",256,0.6666666666666666,16,medium,p0013,20260715_medium_rep6,True
67,2.01,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0169""]",512,0.6666666666666666,16,medium,p0169,20260715_medium_rep6,True
68,2.04,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0012""]",256,0.5,16,medium,p0012,20260715_medium_rep6,True
69,2.07,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0003""]",512,1.0,16,medium,p0003,20260715_medium_rep6,True
70,2.1,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",256,0.5,16,medium,p0000,20260715_medium_rep6,True
71,2.13,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0001""]",512,0.6666666666666666,16,medium,p0001,20260715_medium_rep6,True
72,2.16,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0003""]",256,1.0,16,medium,p0003,20260715_medium_rep6,True
73,2.19,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0077""]",512,0.6666666666666666,16,medium,p0077,20260715_medium_rep6,True
74,2.2199999999999998,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",256,0.5,16,medium,p0000,20260715_medium_rep6,True
75,2.25,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0002""]",512,0.8333333333333333,16,medium,p0002,20260715_medium_rep6,True
76,2.28,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0017""]",256,0.6666666666666666,16,medium,p0017,20260715_medium_rep6,True
77,2.31,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0018""]",512,0.8333333333333333,16,medium,p0018,20260715_medium_rep6,True
78,2.34,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0220""]",256,0.5,16,medium,p0220,20260715_medium_rep6,True
79,2.37,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0124""]",512,0.5,16,medium,p0124,20260715_medium_rep6,True
80,2.4,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0016""]",256,0.5,16,medium,p0016,20260715_medium_rep6,True
81,2.4299999999999997,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0125""]",512,0.6666666666666666,16,medium,p0125,20260715_medium_rep6,True
82,2.46,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0169""]",256,0.6666666666666666,16,medium,p0169,20260715_medium_rep6,True
83,2.4899999999999998,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0016""]",512,0.5,16,medium,p0016,20260715_medium_rep6,True
84,2.52,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0093""]",256,0.6666666666666666,16,medium,p0093,20260715_medium_rep6,True
85,2.55,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0068""]",512,0.5,16,medium,p0068,20260715_medium_rep6,True
86,2.58,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0042""]",256,0.8333333333333333,16,medium,p0042,20260715_medium_rep6,True
87,2.61,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",512,0.5,16,medium,p0000,20260715_medium_rep6,True
88,2.6399999999999997,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0057""]",256,0.6666666666666666,16,medium,p0057,20260715_medium_rep6,True
89,2.67,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0189""]",512,0.6666666666666666,16,medium,p0189,20260715_medium_rep6,True
90,2.6999999999999997,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0001""]",256,0.6666666666666666,16,medium,p0001,20260715_medium_rep6,True
91,2.73,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0049""]",512,0.6666666666666666,16,medium,p0049,20260715_medium_rep6,True
92,2.76,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0187""]",256,1.0,16,medium,p0187,20260715_medium_rep6,True
93,2.79,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0088""]",512,0.5,16,medium,p0088,20260715_medium_rep6,True
94,2.82,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0173""]",256,0.6666666666666666,16,medium,p0173,20260715_medium_rep6,True
95,2.85,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0097""]",512,0.6666666666666666,16,medium,p0097,20260715_medium_rep6,True
96,2.88,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0206""]",256,0.8333333333333333,16,medium,p0206,20260715_medium_rep6,True
97,2.9099999999999997,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0238""]",512,0.8333333333333333,16,medium,p0238,20260715_medium_rep6,True
98,2.94,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0005""]",256,0.6666666666666666,16,medium,p0005,20260715_medium_rep6,True
99,2.9699999999999998,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0120""]",512,0.5,16,medium,p0120,20260715_medium_rep6,True
100,3.0,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0054""]",256,0.8333333333333333,16,medium,p0054,20260715_medium_rep6,True
101,3.03,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0056""]",512,0.5,16,medium,p0056,20260715_medium_rep6,True
102,3.06,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0099""]",256,1.0,16,medium,p0099,20260715_medium_rep6,True
103,3.09,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0135""]",512,1.0,16,medium,p0135,20260715_medium_rep6,True
104,3.12,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0031""]",256,1.0,16,medium,p0031,20260715_medium_rep6,True
105,3.15,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0051""]",512,1.0,16,medium,p0051,20260715_medium_rep6,True
106,3.1799999999999997,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0001""]",256,0.6666666666666666,16,medium,p0001,20260715_medium_rep6,True
107,3.21,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0202""]",512,0.8333333333333333,16,medium,p0202,20260715_medium_rep6,True
108,3.2399999999999998,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0003""]",256,1.0,16,medium,p0003,20260715_medium_rep6,True
109,3.27,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0005""]",512,0.6666666666666666,16,medium,p0005,20260715_medium_rep6,True
110,3.3,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0034""]",256,0.8333333333333333,16,medium,p0034,20260715_medium_rep6,True
111,3.33,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0082""]",512,0.8333333333333333,16,medium,p0082,20260715_medium_rep6,True
112,3.36,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",256,0.5,16,medium,p0000,20260715_medium_rep6,True
113,3.3899999999999997,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0002""]",512,0.8333333333333333,16,medium,p0002,20260715_medium_rep6,True
114,3.42,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0104""]",256,0.5,16,medium,p0104,20260715_medium_rep6,True
115,3.4499999999999997,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0004""]",512,0.5,16,medium,p0004,20260715_medium_rep6,True
116,3.48,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0098""]",256,0.8333333333333333,16,medium,p0098,20260715_medium_rep6,True
117,3.51,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0036""]",512,0.5,16,medium,p0036,20260715_medium_rep6,True
118,3.54,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",256,0.5,16,medium,p0000,20260715_medium_rep6,True
119,3.57,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0022""]",512,0.8333333333333333,16,medium,p0022,20260715_medium_rep6,True
120,3.5999999999999996,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0212""]",256,0.5,16,medium,p0212,20260715_medium_rep6,True
121,3.63,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0028""]",512,0.5,16,medium,p0028,20260715_medium_rep6,True
122,3.6599999999999997,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0001""]",256,0.6666666666666666,16,medium,p0001,20260715_medium_rep6,True
123,3.69,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0018""]",512,0.8333333333333333,16,medium,p0018,20260715_medium_rep6,True
124,3.7199999999999998,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0012""]",256,0.5,16,medium,p0012,20260715_medium_rep6,True
125,3.75,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0064""]",512,0.5,16,medium,p0064,20260715_medium_rep6,True
126,3.78,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0006""]",256,0.8333333333333333,16,medium,p0006,20260715_medium_rep6,True
127,3.81,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0001""]",512,0.6666666666666666,16,medium,p0001,20260715_medium_rep6,True
128,3.84,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0056""]",256,0.5,16,medium,p0056,20260715_medium_rep6,True
129,3.8699999999999997,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0165""]",512,0.6666666666666666,16,medium,p0165,20260715_medium_rep6,True
130,3.9,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0023""]",256,1.0,16,medium,p0023,20260715_medium_rep6,True
131,3.9299999999999997,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0006""]",512,0.8333333333333333,16,medium,p0006,20260715_medium_rep6,True
132,3.96,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0001""]",256,0.6666666666666666,16,medium,p0001,20260715_medium_rep6,True
133,3.9899999999999998,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0070""]",512,0.8333333333333333,16,medium,p0070,20260715_medium_rep6,True
134,4.02,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0214""]",256,0.8333333333333333,16,medium,p0214,20260715_medium_rep6,True
135,4.05,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0044""]",512,0.5,16,medium,p0044,20260715_medium_rep6,True
136,4.08,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0073""]",256,0.6666666666666666,16,medium,p0073,20260715_medium_rep6,True
137,4.109999999999999,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0054""]",512,0.8333333333333333,16,medium,p0054,20260715_medium_rep6,True
138,4.14,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",256,0.5,16,medium,p0000,20260715_medium_rep6,True
139,4.17,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0255""]",512,1.0,16,medium,p0255,20260715_medium_rep6,True
140,4.2,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0087""]",256,1.0,16,medium,p0087,20260715_medium_rep6,True
141,4.2299999999999995,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0097""]",512,0.6666666666666666,16,medium,p0097,20260715_medium_rep6,True
142,4.26,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0042""]",256,0.8333333333333333,16,medium,p0042,20260715_medium_rep6,True
143,4.29,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0009""]",512,0.6666666666666666,16,medium,p0009,20260715_medium_rep6,True
144,4.32,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0044""]",256,0.5,16,medium,p0044,20260715_medium_rep6,True
145,4.35,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0042""]",512,0.8333333333333333,16,medium,p0042,20260715_medium_rep6,True
146,4.38,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0174""]",256,0.8333333333333333,16,medium,p0174,20260715_medium_rep6,True
147,4.41,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0009""]",512,0.6666666666666666,16,medium,p0009,20260715_medium_rep6,True
148,4.4399999999999995,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0012""]",256,0.5,16,medium,p0012,20260715_medium_rep6,True
149,4.47,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0130""]",512,0.8333333333333333,16,medium,p0130,20260715_medium_rep6,True
150,4.5,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0117""]",256,0.6666666666666666,16,medium,p0117,20260715_medium_rep6,True
151,4.53,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",512,0.5,16,medium,p0000,20260715_medium_rep6,True
152,4.56,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0046""]",256,0.8333333333333333,16,medium,p0046,20260715_medium_rep6,True
153,4.59,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0192""]",512,0.5,16,medium,p0192,20260715_medium_rep6,True
154,4.62,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0080""]",256,0.5,16,medium,p0080,20260715_medium_rep6,True
155,4.6499999999999995,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0129""]",512,0.6666666666666666,16,medium,p0129,20260715_medium_rep6,True
156,4.68,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0031""]",256,1.0,16,medium,p0031,20260715_medium_rep6,True
157,4.71,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0225""]",512,0.6666666666666666,16,medium,p0225,20260715_medium_rep6,True
158,4.74,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0130""]",256,0.8333333333333333,16,medium,p0130,20260715_medium_rep6,True
159,4.77,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0038""]",512,0.8333333333333333,16,medium,p0038,20260715_medium_rep6,True
160,4.8,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0027""]",256,1.0,16,medium,p0027,20260715_medium_rep6,True
161,4.83,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0179""]",512,1.0,16,medium,p0179,20260715_medium_rep6,True
162,4.859999999999999,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0034""]",256,0.8333333333333333,16,medium,p0034,20260715_medium_rep6,True
163,4.89,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0004""]",512,0.5,16,medium,p0004,20260715_medium_rep6,True
164,4.92,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",256,0.5,16,medium,p0000,20260715_medium_rep6,True
165,4.95,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0008""]",512,0.5,16,medium,p0008,20260715_medium_rep6,True
166,4.9799999999999995,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0002""]",256,0.8333333333333333,16,medium,p0002,20260715_medium_rep6,True
167,5.01,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0002""]",512,0.8333333333333333,16,medium,p0002,20260715_medium_rep6,True
168,5.04,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0083""]",256,1.0,16,medium,p0083,20260715_medium_rep6,True
