experiment,evidence_type,mode,policy,admission,K,n_reps,status,mean_reuse_coverage_mean,mean_reuse_coverage_ci95_low,mean_reuse_coverage_ci95_high,saved_prefill_tokens_total_mean,saved_prefill_tokens_total_ci95_low,saved_prefill_tokens_total_ci95_high,incremental_saved_prefill_tokens_total_mean,incremental_saved_prefill_tokens_total_ci95_low,incremental_saved_prefill_tokens_total_ci95_high,dispatcher_index_bytes_mean,dispatcher_index_bytes_ci95_low,dispatcher_index_bytes_ci95_high,selected_affinity_rate_mean,selected_affinity_rate_ci95_low,selected_affinity_rate_ci95_high,incremental_saved_vs_exact_ratio_mean,incremental_saved_vs_exact_ratio_ci95_low,incremental_saved_vs_exact_ratio_ci95_high
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,lru,8,10,Current,0.5382877681938725,0.5288659717799546,0.547238640356793,110850.9,107184.9,114665.7,12546.9,8758.6,16514.5,1536.0,1536.0,1536.0,0.0013020833333333333,0.0,0.002864583333333333,0.6199457945165094,0.48154225046641225,0.7447741954058633
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,oracle_future_value,128,10,UpperBoundOnly,0.5435618748568752,0.5342423798164997,0.5522807014613403,119065.4,113776.6,125148.6,20761.4,15315.6,26943.4,16896.0,16896.0,16896.0,0.01484375,0.01171875,0.01875,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,oracle_future_value,16,10,UpperBoundOnly,0.5435618748568752,0.5343201487212017,0.5529430177383701,119065.4,113833.4,125160.4,20761.4,15325.7,27238.0,2560.0,2560.0,2560.0,0.01484375,0.011458333333333334,0.01875,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,oracle_future_value,2,10,UpperBoundOnly,0.5430420587761461,0.5334108283227541,0.5519071620087533,118247.8,113418.0,123873.8,19943.8,15085.4,25439.2,768.0,768.0,768.0,0.013020833333333334,0.01015625,0.016145833333333335,0.9796868852873564,0.9140638197806887,1.0509711595055915
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,oracle_future_value,32,10,UpperBoundOnly,0.5435618748568752,0.5344202513129976,0.5527904389592935,119065.4,113753.5,125492.9,20761.4,15201.3,26588.2,4608.0,4608.0,4608.0,0.01484375,0.011458333333333334,0.019010416666666665,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,oracle_future_value,4,10,UpperBoundOnly,0.5432745009961982,0.5334377507269621,0.5522767693093737,118613.4,113499.3,124244.1,20309.4,15273.3,25651.5,1024.0,1024.0,1024.0,0.014322916666666668,0.011458333333333334,0.017708333333333333,0.9865434102945969,0.9635823406129551,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,oracle_future_value,64,10,UpperBoundOnly,0.5435618748568752,0.5345551485287252,0.552224143807847,119065.4,113699.0,124986.0,20761.4,15278.3,26952.2,8704.0,8704.0,8704.0,0.01484375,0.01171875,0.01875,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,oracle_future_value,8,10,UpperBoundOnly,0.5435618748568752,0.5346017403996403,0.5525651106034123,119065.4,113583.3,124999.1,20761.4,15435.7,26798.0,1536.0,1536.0,1536.0,0.01484375,0.011458333333333334,0.01875,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,reuse_distance,128,10,Current,0.5435618748568752,0.5343648190389552,0.5528579490101869,119065.4,113406.1,125654.6,20761.4,15569.2,26693.5,16896.0,16896.0,16896.0,0.01484375,0.011458333333333334,0.019010416666666665,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,reuse_distance,16,10,Current,0.5394602760976338,0.5302309705155507,0.5482252434449679,112673.2,107995.7,117903.8,14369.2,9735.2,19822.1,2560.0,2560.0,2560.0,0.005208333333333333,0.002864583333333333,0.008072916666666666,0.7017122860756612,0.5630320407909553,0.8397255753130062
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,reuse_distance,2,10,Current,0.5383158909260874,0.5294331901268983,0.546882470169819,110871.4,106526.6,115506.1,12567.4,8350.1,16996.7,768.0,768.0,768.0,0.0018229166666666667,0.0,0.00390625,0.6084945802965291,0.47722797335279427,0.7475265389488525
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,reuse_distance,32,10,Current,0.5436022470696031,0.5346668123131637,0.5532924334966652,119128.9,113755.8,125236.0,20824.9,15724.9,27152.0,4608.0,4608.0,4608.0,0.014322916666666666,0.0109375,0.018229166666666668,1.0115602048835641,0.9697840802758692,1.0764567392583873
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,reuse_distance,4,10,Current,0.5383158909260874,0.5291335079193911,0.5457971418282122,110871.4,106766.9,115603.7,12567.4,8636.4,17263.1,1024.0,1024.0,1024.0,0.0018229166666666667,0.0,0.00390625,0.6084945802965291,0.4695971490660151,0.7393691141548142
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,reuse_distance,64,10,Current,0.5435618748568752,0.5344639599159636,0.5527772011636597,119065.4,113802.5,125238.2,20761.4,15283.8,26640.6,8704.0,8704.0,8704.0,0.01484375,0.011458333333333334,0.018489583333333334,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,reuse_distance,8,10,Current,0.5383158909260874,0.5294935078812595,0.5466667774632094,110871.4,106628.0,115729.3,12567.4,8105.4,17000.5,1536.0,1536.0,1536.0,0.0018229166666666667,0.0,0.00390625,0.6084945802965291,0.46814516593362127,0.7334060313670814
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,saved_prefill_first,128,10,Current,0.5435618748568752,0.5343262686057801,0.5530116800364551,119065.4,113896.3,125131.2,20761.4,15471.9,26771.3,16896.0,16896.0,16896.0,0.01484375,0.01171875,0.01875,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,saved_prefill_first,16,10,Current,0.5394602760976338,0.5302242723363261,0.548158257776853,112673.2,108013.0,117882.2,14369.2,9645.9,19594.7,2560.0,2560.0,2560.0,0.0049479166666666664,0.0026041666666666665,0.0078125,0.7017122860756612,0.5541080087422089,0.8347877081694861
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,saved_prefill_first,2,10,Current,0.5383158909260874,0.5294439364255192,0.5465387750191854,110871.4,106689.5,115679.4,12567.4,8247.6,17604.1,768.0,768.0,768.0,0.0018229166666666667,0.0,0.00390625,0.6084945802965291,0.48299484616439176,0.7385117519646061
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,saved_prefill_first,32,10,Current,0.5436022470696031,0.5343029504679127,0.5526760793626808,119128.9,113891.1,124930.1,20824.9,15202.1,26931.5,4608.0,4608.0,4608.0,0.014322916666666666,0.0109375,0.018489583333333334,1.0115602048835641,0.958223875392305,1.0740915692727198
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,saved_prefill_first,4,10,Current,0.5383158909260874,0.5293897948319829,0.5464023225576496,110871.4,106530.4,115787.2,12567.4,8150.6,17466.6,1024.0,1024.0,1024.0,0.0018229166666666667,0.0,0.00390625,0.6084945802965291,0.4706764118722783,0.7446792551043568
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,saved_prefill_first,64,10,Current,0.5435618748568752,0.5344922133158493,0.5526439617968122,119065.4,113519.3,125599.9,20761.4,15580.5,27108.8,8704.0,8704.0,8704.0,0.01484375,0.011458333333333334,0.01875,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,closed_loop,sketch,saved_prefill_first,8,10,Current,0.5383158909260874,0.5296404605951203,0.5467843784350945,110871.4,106588.9,115648.1,12567.4,8071.6,17449.5,1536.0,1536.0,1536.0,0.0018229166666666667,0.0,0.00390625,0.6084945802965291,0.47489912636217163,0.7418575033766879
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,exact,exact,inf,10,Current,0.5335727295843403,0.5245236269159375,0.542620872782098,103340.1,102590.3,104301.6,5036.1,4253.0,6011.7,9606.4,9497.6,9702.4,1.0,1.0,1.0,1.0,1.0,1.0
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,load_only,none,inf,10,Current,0.5298903307760525,0.5217368238510403,0.5384029003887191,99768.7,99452.4,100062.3,1464.7,1140.9,1768.7,384.0,384.0,384.0,0.0,0.0,0.0,0.299797952640904,0.2378256930909337,0.36489001686941414
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,coverage_first,128,10,Current,0.5301601821660994,0.5211618350793853,0.5389476203123853,100223.3,99487.0,101259.1,1919.3,1215.2,2967.2,9606.4,9484.8,9708.8,0.0015624999999999999,0.0005208333333333333,0.002864583333333333,0.3492525240603566,0.26926998533013724,0.448035481742381
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,coverage_first,16,10,Current,0.5300609729653301,0.5208109984674943,0.5389422661008699,100080.4,99481.9,101063.5,1776.4,1177.4,2598.9,4480.0,4480.0,4480.0,0.0015624999999999999,0.00026041666666666666,0.002864583333333333,0.3261865724807614,0.2686123413401312,0.39809164534832053
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,coverage_first,2,10,Current,0.5302223432107814,0.5212419903745937,0.5393917695605518,100167.9,99519.1,101103.6,1863.9,1232.5,2826.8,896.0,896.0,896.0,0.0015624999999999999,0.0005208333333333333,0.002864583333333333,0.34365811730172385,0.2731228153425756,0.4301205048871264
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,coverage_first,32,10,Current,0.5300923755943178,0.5211970118895718,0.5397801700613882,100163.7,99445.0,101162.7,1859.7,1166.0,2855.1,8390.4,8230.4,8512.0,0.0015624999999999999,0.00026041666666666666,0.002864583333333333,0.33645733299122826,0.25839090046673513,0.42824277175399167
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,coverage_first,4,10,Current,0.530125991286363,0.5217329965022093,0.5390367687485911,100263.2,99603.5,101250.7,1959.2,1295.4,2931.4,1408.0,1408.0,1408.0,0.0015624999999999999,0.0005208333333333333,0.0031249999999999997,0.35944117940438625,0.29080222646997467,0.43872775390505425
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,coverage_first,64,10,Current,0.5301601821660994,0.5214234662910732,0.5390344888769223,100223.3,99472.6,101213.3,1919.3,1170.6,2964.8,9606.4,9491.2,9702.4,0.0015624999999999999,0.00026041666666666666,0.002864583333333333,0.3492525240603566,0.26634798192036685,0.44523935881071147
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,coverage_first,8,10,Current,0.5300805283661894,0.5211493853672343,0.5391107363576789,100106.2,99442.7,101192.1,1802.2,1143.8,2871.3,2432.0,2432.0,2432.0,0.0015624999999999999,0.00026041666666666666,0.002864583333333333,0.32500751506470216,0.25583166782545136,0.41684493254330646
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lfu,128,10,Current,0.5301601821660994,0.5214032183302454,0.539260533597105,100223.3,99476.2,101264.1,1919.3,1184.2,2934.2,9606.4,9491.2,9702.4,0.0015624999999999999,0.0005208333333333333,0.0031249999999999997,0.3492525240603566,0.26974465384046825,0.45034765462688386
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lfu,16,10,Current,0.5301601821660994,0.521505476723223,0.5388148876089758,100223.3,99481.0,101186.1,1919.3,1207.8,2973.5,4480.0,4480.0,4480.0,0.0015624999999999999,0.00026041666666666666,0.002864583333333333,0.3492525240603566,0.26208760011005505,0.44436036711453447
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lfu,2,10,Current,0.5297270868698754,0.5212106505303735,0.5381916128079978,99542.1,99359.2,99739.7,1238.1,1053.3,1431.9,896.0,896.0,896.0,0.0,0.0,0.0,0.24969371418482625,0.22568488811083082,0.2792449254590131
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lfu,32,10,Current,0.5301601821660994,0.5214234662910732,0.5390102458091417,100223.3,99496.8,101311.0,1919.3,1181.7,2975.9,8390.4,8230.4,8512.0,0.0015624999999999999,0.0005208333333333333,0.002864583333333333,0.3492525240603566,0.26365528922035386,0.45031201659847814
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lfu,4,10,Current,0.5297270868698754,0.5207040317301631,0.5387075383331985,99542.1,99358.2,99730.0,1238.1,1056.1,1439.2,1408.0,1408.0,1408.0,0.0,0.0,0.0,0.24969371418482625,0.22497347816403454,0.2762988247107031
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lfu,64,10,Current,0.5301601821660994,0.5214482020917504,0.5391377188415181,100223.3,99495.8,101266.7,1919.3,1185.9,2967.2,9606.4,9497.6,9708.8,0.0015624999999999999,0.0005208333333333333,0.002864583333333333,0.3492525240603566,0.2640301328651244,0.44007516729763385
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lfu,8,10,Current,0.5298135533412296,0.5206735348281628,0.5388548209024787,99678.1,99382.7,100080.6,1374.1,1074.6,1754.3,2432.0,2432.0,2432.0,0.0005208333333333333,0.0,0.0015624999999999999,0.27173228167793917,0.2324034205425319,0.322165055591925
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lru,128,10,Current,0.5301601821660994,0.5218317254504347,0.5392133909645416,100223.3,99468.6,101317.1,1919.3,1200.3,2932.6,9606.4,9504.0,9708.8,0.0015624999999999999,0.00026041666666666666,0.002864583333333333,0.3492525240603566,0.26139630110278095,0.44983960040644605
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lru,16,10,Current,0.5299293604573461,0.5213194670249444,0.5386628409379158,99836.1,99448.3,100384.3,1532.1,1144.8,2067.0,4480.0,4480.0,4480.0,0.0005208333333333333,0.0,0.0010416666666666667,0.2976604413100609,0.2490921221246838,0.3483845828088349
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lru,2,10,Current,0.5297674230846021,0.5206600070273182,0.5388759351871376,99627.6,99420.2,99878.2,1323.6,1117.3,1545.2,896.0,896.0,896.0,0.0,0.0,0.0,0.2690190963219696,0.23203573186270424,0.30740515665596935
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lru,32,10,Current,0.5300822265417089,0.5211061759916464,0.5395228014114744,100138.3,99431.9,101208.7,1834.3,1128.0,2863.9,8390.4,8211.2,8505.6,0.0015624999999999999,0.0005208333333333333,0.002864583333333333,0.3310043488778749,0.25471051047847765,0.4172702063466656
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lru,4,10,Current,0.5297687709301415,0.5206866011139037,0.5386213789356398,99602.5,99354.2,99839.6,1298.5,1054.0,1540.1,1408.0,1408.0,1408.0,0.00026041666666666666,0.0,0.0007812499999999999,0.2597155845762424,0.22707312189118128,0.2928899092649375
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lru,64,10,Current,0.5301601821660994,0.5217072883073801,0.5392589060441643,100223.3,99479.5,101287.3,1919.3,1183.2,2955.2,9606.4,9497.6,9708.8,0.0015624999999999999,0.00026041666666666666,0.002864583333333333,0.3492525240603566,0.2687112655005673,0.44210537549395806
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,lru,8,10,Current,0.529790357705907,0.5209182950333363,0.5388920373380892,99636.8,99494.6,99810.5,1332.8,1189.6,1509.2,2432.0,2432.0,2432.0,0.00026041666666666666,0.0,0.0007812499999999999,0.2824175793651284,0.2316926795411571,0.33109252707093634
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,oracle_future_value,128,10,UpperBoundOnly,0.5301601821660994,0.5209569706044573,0.5392014638584307,100223.3,99508.0,101177.6,1919.3,1167.4,2932.5,9606.4,9497.6,9702.4,0.0015624999999999999,0.00026041666666666666,0.002864583333333333,0.3492525240603566,0.262955504034064,0.44951977362640444
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,oracle_future_value,16,10,UpperBoundOnly,0.530217350729245,0.521148773013841,0.5393293248092803,100141.6,99496.4,101035.1,1837.6,1177.7,2761.8,4480.0,4480.0,4480.0,0.0015624999999999999,0.0005208333333333333,0.0031249999999999997,0.33886833747521855,0.26295863245492035,0.4263087563681006
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,oracle_future_value,2,10,UpperBoundOnly,0.5301732457738053,0.5207845258764566,0.5390384508669324,100152.6,99459.2,101128.4,1848.6,1155.9,2769.9,896.0,896.0,896.0,0.0015624999999999999,0.00026041666666666666,0.002864583333333333,0.3354040232059578,0.257739854410865,0.42350780710460395
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,oracle_future_value,32,10,UpperBoundOnly,0.530138273642344,0.5215666779669985,0.538559737627551,100222.3,99476.3,101339.3,1918.3,1173.6,2943.1,8390.4,8230.4,8512.0,0.0015624999999999999,0.00026041666666666666,0.002864583333333333,0.3490378396464451,0.2644893103376634,0.4427069981562919
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,oracle_future_value,4,10,UpperBoundOnly,0.5299650456568803,0.5211944075109196,0.5380694514563925,100030.6,99397.4,100996.4,1726.6,1092.8,2649.7,1408.0,1408.0,1408.0,0.0015624999999999999,0.00026041666666666666,0.002864583333333333,0.31302945921553116,0.24431596949471943,0.3985826823353437
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,oracle_future_value,64,10,UpperBoundOnly,0.5301601821660994,0.5213847111235239,0.5394602612578355,100223.3,99505.6,101319.4,1919.3,1178.2,2976.3,9606.4,9491.2,9708.8,0.0015624999999999999,0.00026041666666666666,0.002864583333333333,0.3492525240603566,0.2662137062011254,0.44272923680876664
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,oracle_future_value,8,10,UpperBoundOnly,0.5302379411374943,0.5219649553723001,0.538782092097708,100173.5,99558.1,100985.7,1869.5,1266.7,2755.5,2432.0,2432.0,2432.0,0.0015624999999999999,0.00026041666666666666,0.002864583333333333,0.34731273127980666,0.2841682351787622,0.4180644881034491
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,reuse_distance,128,10,Current,0.5301601821660994,0.5214772369334513,0.5393535622743437,100223.3,99493.2,101271.2,1919.3,1185.9,2911.9,9606.4,9497.6,9702.4,0.0015624999999999999,0.00026041666666666666,0.002864583333333333,0.3492525240603566,0.26480690316990624,0.44466578957138725
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,reuse_distance,16,10,Current,0.5301624945901291,0.521653866021952,0.5384231219058102,100216.6,99634.4,101109.7,1912.6,1335.7,2696.9,4480.0,4480.0,4480.0,0.0015624999999999999,0.00026041666666666666,0.002864583333333333,0.35631443500417537,0.3047008445893695,0.42106834526014436
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,reuse_distance,2,10,Current,0.5301311682459509,0.5211960354791719,0.5391924530993968,100088.3,99458.6,101061.2,1784.3,1155.4,2752.0,896.0,896.0,896.0,0.0015624999999999999,0.00026041666666666666,0.002864583333333333,0.3241096323520569,0.26112713460351045,0.4024251952195293
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,reuse_distance,32,10,Current,0.5300923755943178,0.5212524542567749,0.5393811557679183,100163.7,99428.9,101247.1,1859.7,1143.3,2843.8,8390.4,8236.8,8512.0,0.0015624999999999999,0.00026041666666666666,0.002864583333333333,0.33645733299122826,0.25401048261450965,0.4286669099504226
agenttrace_admission_oracle_v4,trace_derived_simulation,frozen,sketch,reuse_distance,4,10,Current,0.530125991286363,0.521483738358909,0.5395517035997974,100263.2,99591.5,101295.1,1959.2,1301.0,2894.1,1408.0,1408.0,1408.0,0.0015624999999999999,0.00026041666666666666,0.002864583333333333,0.35944117940438625,0.29473601496065666,0.4443566044317721
